ID,Unicode
1106,U+3061
1107,U+306F
1108,U+3059
1109,U+3044
1110,U+3082
1111,U+305B
1112,U+3093
1114,U+304D
1115,U+305D
1117,U+304D
1118,U+3059
1119,U+304D
1120,U+3093
1121,U+305F
1122,U+3051
1123,U+3053
1124,U+3061
1125,U+3084
1126,U+3046
1127,U+308D
1128,U+308F
1129,U+308A
1130,U+3057
1131,U+304D
1132,U+305D
1134,U+307E
1135,U+304F
1136,U+308F
1137,U+3055
1138,U+3093
1139,U+3057
1140,U+3084
1141,U+3046
1142,U+3044
1144,U+3093
1145,U+307E
1146,U+3081
1147,U+3066
1148,U+3064
1150,U+3078
1151,U+306B
1152,U+3057
1153,U+304D
1154,U+3057
1155,U+307E
1156,U+3092
1157,U+307E
1158,U+308B
1159,U+306E
1160,U+307E
1161,U+3086
1162,U+304B
1163,U+3092
1164,U+3055
1165,U+308A
1166,U+308F
1167,U+308A
1168,U+306B
1169,U+3057
1170,U+3066
1171,U+3092
1172,U+306B
1174,U+305D
1175,U+3081
1176,U+3053
1177,U+3046
1178,U+306F
1179,U+304F
1180,U+3068
1181,U+308A
1182,U+307E
1183,U+3082
1184,U+3061
1185,U+3086
1186,U+3057
1187,U+306E
1188,U+3080
1189,U+3057
1190,U+3042
1191,U+3093
1192,U+304B
1193,U+3051
1194,U+304B
1195,U+3089
1196,U+3057
1198,U+308F
1200,U+3057
1201,U+3044
1202,U+3057
1203,U+308A
1204,U+306E
1205,U+308A
1206,U+3057
1207,U+3055
1208,U+3093
1209,U+306A
1210,U+308A
1211,U+3053
1212,U+305B
1213,U+3046
1214,U+306E
1215,U+305D
1216,U+3057
1217,U+3093
1218,U+3088
1219,U+3068
1220,U+3082
1222,U+308A
1223,U+3051
1225,U+3093
1226,U+306A
1227,U+3093
1228,U+306B
1229,U+3053
1231,U+3072
1232,U+3080
1234,U+3046
1235,U+305F
1237,U+306E
1238,U+306F
1239,U+306A
1240,U+3064
1241,U+307B
1242,U+306B
1244,U+3093
1245,U+306A
1246,U+306B
1247,U+3066
1248,U+3082
1249,U+307B
1250,U+305D
1251,U+304F
1252,U+304D
1253,U+308B
1254,U+3092
1255,U+3068
1256,U+3044
1258,U+306E
1259,U+3061
1260,U+3093
1261,U+305D
1262,U+304F
1263,U+308F
1264,U+3093
1265,U+306A
1266,U+3093
1267,U+305D
1268,U+304D
1269,U+3093
1270,U+3055
1271,U+3064
1272,U+307E
1274,U+3082
1275,U+3084
1277,U+306E
1278,U+306E
1279,U+3057
1280,U+307B
1281,U+306A
1282,U+305F
1283,U+3057
1284,U+305D
1285,U+304B
1287,U+307F
1288,U+305D
1289,U+3053
1290,U+306C
1291,U+304B
1292,U+3046
1295,U+304B
1296,U+3089
1297,U+3057
1298,U+307B
1300,U+304F
1301,U+308F
1302,U+3057
1303,U+3053
1304,U+3093
1305,U+3055
1306,U+3044
1307,U+304B
1308,U+3061
1309,U+306E
1310,U+304D
1311,U+308A
1312,U+3078
1313,U+306F
1314,U+306A
1315,U+304B
1317,U+304B
1318,U+305F
1319,U+3061
1320,U+3092
1321,U+3053
1322,U+3089
1323,U+3078
1324,U+3057
1326,U+306B
1327,U+3057
1329,U+3059
1330,U+306B
1331,U+3064
1332,U+3051
1333,U+308C
1334,U+306B
1335,U+3081
1336,U+306E
1337,U+304F
1338,U+306A
1339,U+308B
1340,U+306A
1341,U+308A
1342,U+306E
1343,U+305B
1344,U+305F
1345,U+3044
1346,U+3089
1347,U+304B
1348,U+305B
1349,U+308A
1350,U+307B
1351,U+3046
1353,U+3089
1354,U+304B
1355,U+307E
1356,U+3053
1357,U+306A
1358,U+304A
1359,U+308D
1360,U+3057
1361,U+3042
1362,U+308F
1363,U+3046
1364,U+3093
1366,U+304F
1367,U+308F
1368,U+306A
1369,U+308A
1370,U+306D
1371,U+304B
1372,U+3093
1373,U+3064
1374,U+304F
1375,U+308F
1377,U+3088
1378,U+3081
1379,U+305F
1380,U+3051
1382,U+306A
1383,U+3093
1384,U+3046
1385,U+307E
1386,U+306F
1387,U+304D
1389,U+3075
1390,U+3046
1391,U+306E
1392,U+304B
1393,U+3092
1394,U+306A
1395,U+304B
1396,U+3078
1397,U+304B
1398,U+3078
1399,U+3059
1400,U+3053
1401,U+3068
1403,U+308A
1404,U+306E
1406,U+306E
1407,U+308F
1408,U+308A
1409,U+3042
1410,U+308F
1412,U+3068
1413,U+3093
1414,U+304F
1415,U+3057
1416,U+306E
1417,U+3093
1419,U+304D
1420,U+3044
1421,U+3093
1422,U+3093
1423,U+306E
1424,U+3064
1425,U+308B
1426,U+306A
1427,U+304B
1428,U+304D
1429,U+305F
1430,U+3044
1431,U+306D
1432,U+3080
1433,U+3057
1434,U+306A
1436,U+3059
1437,U+308C
1438,U+306E
1439,U+3044
1440,U+3093
1441,U+3093
1442,U+304B
1443,U+304F
1444,U+3055
1445,U+3055
1446,U+304B
1447,U+304D
1448,U+306E
1449,U+308A
1450,U+304D
1452,U+306A
1453,U+3044
1454,U+3082
1455,U+3046
1456,U+306B
1457,U+3057
1458,U+3081
1459,U+306E
1460,U+308A
1461,U+3053
1462,U+3093
1463,U+307B
1464,U+305D
1465,U+304F
1466,U+304D
1467,U+308B
1468,U+3053
1469,U+3068
1471,U+308A
1472,U+306E
1473,U+305F
1474,U+3044
1475,U+3080
1476,U+304B
1477,U+3053
1478,U+3093
1479,U+306A
1481,U+304D
1482,U+304D
1483,U+306C
1485,U+3044
1486,U+3082
1487,U+3046
1488,U+3053
1489,U+3061
1491,U+3051
1492,U+304B
1494,U+308F
1495,U+308A
1496,U+306A
1497,U+3055
1498,U+304D
1500,U+304F
1501,U+3055
1502,U+306E
1503,U+308A
1504,U+3086
1505,U+304F
1506,U+308F
1508,U+308F
1509,U+3089
1510,U+307E
1511,U+3064
1512,U+305F
1513,U+3051
1514,U+3046
1515,U+3093
1516,U+3068
1518,U+3075
1519,U+306E
1520,U+308A
1521,U+3046
1522,U+3075
1524,U+308F
1525,U+305D
1526,U+306A
1527,U+305F
1528,U+3051
1529,U+3089
1530,U+304B
1531,U+3093
1532,U+3089
1533,U+304B
1534,U+3088
1535,U+3064
1536,U+304F
1537,U+308A
1538,U+306F
1539,U+3064
1540,U+304F
1541,U+3092
1543,U+3078
1544,U+3086
1545,U+306B
1546,U+3066
1547,U+304B
1548,U+305F
1549,U+304F
1550,U+306D
1551,U+308A
1553,U+3064
1554,U+305F
1555,U+3051
1557,U+304B
1558,U+305F
1559,U+3061
1560,U+306B
1562,U+3057
1563,U+3089
1564,U+3078
1565,U+3086
1566,U+306B
1567,U+3059
1568,U+308B
1569,U+306E
1570,U+3042
1571,U+3093
1572,U+304B
1573,U+3051
1574,U+304A
1575,U+308D
1576,U+3057
1577,U+308F
1578,U+3055
1579,U+3046
1580,U+3092
1582,U+3093
1583,U+3053
1584,U+307F
1585,U+3064
1588,U+3051
1589,U+3064
1590,U+3068
1591,U+3044
1592,U+3082
1593,U+306A
1594,U+306F
1595,U+3057
1596,U+305F
1597,U+305B
1598,U+308A
1599,U+306E
1600,U+3046
1601,U+3093
1602,U+307E
1603,U+3046
1604,U+3075
1605,U+306E
1606,U+308A
1607,U+3059
1608,U+3066
1609,U+3068
1610,U+3046
1611,U+3075
1612,U+305F
1613,U+3051
1614,U+3084
1615,U+3093
1616,U+306A
1617,U+308A
1618,U+305F
1619,U+3093
1620,U+304F
1621,U+3046
1622,U+3046
1623,U+307F
1624,U+306A
1625,U+304F
1626,U+306B
1627,U+306E
1628,U+304F
1629,U+308F
1630,U+304B
1631,U+3089
1633,U+304B
1634,U+3084
1635,U+304D
1636,U+304B
1637,U+3089
1638,U+3057
1639,U+3084
1641,U+3046
1642,U+3089
1643,U+3057
1644,U+3044
1645,U+306B
1646,U+304F
1647,U+3092
1648,U+3059
1649,U+308A
1650,U+306E
1651,U+304F
1652,U+3053
1653,U+3057
1655,U+3078
1658,U+305F
1659,U+3051
1660,U+306E
1661,U+3064
1662,U+3051
1663,U+305F
1664,U+308B
1665,U+3092
1666,U+3057
1667,U+308A
1668,U+3059
1669,U+3044
1670,U+304D
1671,U+3092
1672,U+3068
1673,U+308A
1674,U+3046
1675,U+3089
1676,U+306B
1677,U+3092
1678,U+306E
1679,U+3086
1680,U+306B
1682,U+308B
1683,U+306E
1684,U+3086
1685,U+3093
1686,U+3055
1687,U+3044
1688,U+304D
1689,U+3059
1690,U+3057
1691,U+304F
1692,U+308B
1693,U+307F
1694,U+306E
1695,U+308A
1696,U+304B
1698,U+306A
1699,U+305B
1700,U+3055
1701,U+3088
1702,U+308A
1704,U+304F
1705,U+307B
1706,U+3057
1707,U+307F
1708,U+308B
1709,U+3075
1710,U+3055
1711,U+3068
1712,U+3046
1713,U+3075
1714,U+306E
1715,U+308A
1716,U+3044
1717,U+3082
1718,U+306A
1719,U+307E
1720,U+306E
1721,U+308A
1722,U+307F
1724,U+3046
1725,U+306B
1726,U+3057
1727,U+3081
1728,U+3053
1729,U+307E
1730,U+3053
1731,U+307E
1732,U+304B
1733,U+306B
1734,U+305F
1735,U+304D
1736,U+305F
1738,U+3092
1739,U+3044
1740,U+3075
1742,U+308A
1743,U+305F
1744,U+3093
1745,U+304F
1746,U+3044
1747,U+304B
1748,U+308F
1749,U+304B
1750,U+3075
1751,U+304D
1752,U+306E
1753,U+3078
1754,U+305F
1755,U+3044
1756,U+3089
1757,U+3086
1758,U+308A
1759,U+307E
1760,U+3078
1761,U+3057
1762,U+3089
1763,U+3078
1764,U+3093
1765,U+3068
1766,U+3082
1767,U+3044
1768,U+308A
1769,U+3072
1770,U+304D
1771,U+3057
1772,U+3089
1774,U+304D
1775,U+3093
1778,U+305D
1779,U+3042
1780,U+3078
1781,U+306A
1783,U+3081
1784,U+3046
1785,U+306E
1786,U+305D
1787,U+3042
1788,U+3078
1789,U+304D
1790,U+308A
1791,U+3053
1792,U+3061
1793,U+304F
1794,U+308F
1795,U+3044
1796,U+3068
1797,U+3046
1798,U+3089
1800,U+3042
1801,U+3078
1802,U+3055
1803,U+3044
1804,U+304B
1805,U+307E
1806,U+3053
1807,U+304B
1808,U+304F
1809,U+306B
1810,U+304D
1811,U+308A
1812,U+305F
1813,U+308B
1814,U+3092
1815,U+3044
1816,U+3075
1819,U+306E
1821,U+3084
1822,U+3055
1823,U+3068
1824,U+305D
1826,U+304A
1827,U+308D
1828,U+3057
1832,U+307B
1833,U+3046
1834,U+308C
1835,U+3093
1836,U+304B
1837,U+3089
1838,U+3057
1840,U+306E
1841,U+3093
1842,U+306B
1843,U+3084
1844,U+304F
1845,U+3055
1846,U+305B
1848,U+308D
1850,U+3044
1851,U+3082
1852,U+304B
1853,U+3051
1854,U+306E
1855,U+308A
1856,U+3057
1857,U+3093
1858,U+3088
1859,U+305F
1860,U+3051
1861,U+304B
1862,U+3044
1863,U+308F
1864,U+308A
1865,U+306A
1866,U+307B
1867,U+3046
1868,U+306E
1869,U+3072
1871,U+3046
1872,U+3057
1873,U+3084
1874,U+3046
1875,U+306B
1876,U+3057
1877,U+3081
1878,U+3057
1879,U+3089
1881,U+3092
1882,U+304B
1883,U+306A
1884,U+3042
1885,U+306B
1886,U+306A
1887,U+3089
1889,U+3084
1890,U+304F
1892,U+308A
1893,U+3042
1894,U+308F
1895,U+3044
1896,U+3093
1897,U+3093
1899,U+304B
1900,U+3082
1901,U+304D
1902,U+3093
1903,U+3053
1904,U+305B
1905,U+308A
1906,U+306A
1907,U+3093
1908,U+305F
1909,U+3051
1912,U+3080
1913,U+3057
1914,U+3046
1915,U+3089
1916,U+304F
1917,U+3057
1918,U+3046
1919,U+305F
1920,U+3093
1921,U+304F
1922,U+3059
1923,U+305F
1924,U+3068
1925,U+3046
1926,U+306E
1927,U+308A
1928,U+306E
1930,U+3089
1931,U+3066
1932,U+3044
1934,U+304B
1935,U+307E
1937,U+305B
1938,U+3042
1939,U+308A
1940,U+3078
1941,U+3044
1942,U+304B
1943,U+3093
1946,U+3057
1947,U+3042
1948,U+3078
1950,U+3044
1951,U+3046
1953,U+304B
1954,U+304F
1955,U+306B
1956,U+304D
1957,U+308A
1958,U+305F
1959,U+308B
1960,U+3092
1961,U+3042
1962,U+3068
1963,U+306B
1964,U+3066
1965,U+3042
1966,U+308B
1968,U+308A
1969,U+305B
1970,U+3053
1971,U+3093
1972,U+3055
1973,U+3064
1974,U+307E
1975,U+305B
1976,U+306E
1977,U+304F
1978,U+308F
1979,U+3053
1980,U+3093
1981,U+307E
1982,U+3093
1983,U+3046
1984,U+3064
1985,U+3051
1986,U+3044
1987,U+3082
1989,U+3093
1990,U+308B
1991,U+304F
1992,U+308F
1993,U+305B
1994,U+307B
1995,U+3046
1996,U+306E
1997,U+308A
1998,U+304D
2000,U+3055
2001,U+3064
2002,U+307E
2003,U+3053
2004,U+3093
2005,U+3055
2006,U+3093
2007,U+304B
2008,U+307E
2009,U+3053
2010,U+3055
2011,U+3093
2012,U+306E
2013,U+304B
2014,U+305F
2015,U+3061
2016,U+306B
2017,U+304D
2018,U+308B
2019,U+306A
2020,U+308A
2021,U+3080
2022,U+3057
2023,U+304B
2024,U+307E
2025,U+3053
2026,U+308F
2027,U+3057
2029,U+3084
2031,U+3055
2032,U+308F
2035,U+3044
2036,U+3089
2037,U+304F
2038,U+3057
2039,U+305B
2040,U+3053
2041,U+3093
2042,U+306E
2043,U+3057
2044,U+304D
2045,U+3059
2046,U+3086
2047,U+3093
2048,U+3055
2049,U+3044
2050,U+3068
2051,U+305B
2052,U+3046
2053,U+306E
2054,U+307F
2055,U+305D
2056,U+3044
2057,U+3075
2058,U+304F
2059,U+3053
2060,U+3093
2061,U+306F
2063,U+304A
2064,U+308D
2066,U+3089
