ID,Image,X,Y,Width,Height
122,200021637-00004_1,1423,1381,35,88
123,200021637-00004_1,1409,1476,64,44
124,200021637-00004_1,1284,1105,81,69
125,200021637-00004_1,1287,1183,88,47
126,200021637-00004_1,1312,1240,49,84
127,200021637-00004_1,1295,1329,60,92
128,200021637-00004_1,1236,1899,63,53
129,200021637-00004_1,1248,1962,40,47
130,200021637-00004_1,1136,1906,65,84
131,200021637-00004_1,1128,1986,92,76
132,200021637-00004_1,1039,1975,49,36
133,200021637-00004_1,1051,2014,35,57
134,200021637-00004_1,981,2010,52,85
135,200021637-00004_1,968,2091,99,33
136,200021637-00004_1,1203,2340,55,92
137,200021637-00004_1,1201,2443,68,105
138,200021637-00004_1,1031,1263,52,89
139,200021637-00004_1,1021,1353,75,84
140,200021637-00004_1,913,1478,76,65
141,200021637-00004_1,917,1539,71,75
142,200021637-00004_1,663,1213,71,72
143,200021637-00004_1,688,1293,21,72
144,200021637-00004_1,744,1659,41,92
145,200021637-00004_1,732,1758,67,103
146,200021637-00004_1,739,1946,48,113
147,200021637-00004_1,613,1647,71,89
148,200021637-00004_1,623,1735,49,83
149,200021637-00004_1,621,1842,56,44
150,200021637-00004_1,632,1886,36,77
151,200021637-00004_2,1570,277,88,109
152,200021637-00004_2,1591,397,36,51
153,200021637-00004_2,1428,287,68,64
154,200021637-00004_2,1430,348,52,129
155,200021637-00004_2,1427,495,60,80
156,200021637-00004_2,1298,461,63,56
157,200021637-00004_2,1167,637,101,32
158,200021637-00004_2,960,360,29,49
159,200021637-00004_2,954,417,43,33
160,200021637-00004_2,871,340,33,55
161,200021637-00004_2,865,395,43,25
162,200021637-00004_2,860,427,56,48
163,200021637-00004_2,803,260,49,41
164,200021637-00004_2,804,300,47,49
165,200021637-00004_2,820,365,13,55
166,200021637-00004_2,759,373,37,44
167,200021637-00004_2,739,417,63,40
168,200021637-00004_2,728,497,53,48
169,200021637-00004_2,699,261,39,53
170,200021637-00004_2,707,319,25,48
171,200021637-00004_2,652,263,33,60
172,200021637-00004_2,641,324,53,40
173,200021637-00004_2,652,360,36,43
174,200021637-00004_2,655,401,27,40
175,200021637-00004_2,643,445,52,77
176,200021637-00004_2,660,496,35,9
177,200021637-00004_2,640,525,56,44
178,200021637-00004_2,573,328,51,44
179,200021637-00004_2,589,420,29,48
180,200021637-00004_2,585,465,29,59
181,200021637-00004_2,523,267,39,51
182,200021637-00004_2,528,316,28,49
183,200021637-00004_2,528,369,28,33
184,200021637-00004_2,523,399,48,64
185,200021637-00004_2,460,264,48,59
186,200021637-00004_2,460,323,63,41
187,200021637-00004_2,400,352,52,55
188,200021637-00004_2,347,275,40,37
189,200021637-00004_2,353,311,32,39
190,200021637-00004_2,371,347,13,49
191,200021637-00004_2,300,293,40,55
192,200021637-00004_2,293,344,53,49
193,200021637-00004_2,299,431,43,36
194,200021637-00004_2,296,467,43,47
195,200021637-00004_2,292,511,53,48
196,200021637-00004_2,244,361,47,43
197,200021637-00004_2,245,404,43,49
198,200021637-00004_2,247,505,28,35
199,200021637-00004_2,191,463,52,79
200,200021637-00004_2,197,548,37,61
201,200021637-00004_2,1546,1245,75,87
202,200021637-00004_2,1558,1318,56,77
203,200021637-00004_2,1548,1377,81,85
204,200021637-00004_2,1564,1504,60,81
205,200021637-00004_2,1458,1286,47,76
206,200021637-00004_2,1454,1364,65,129
207,200021637-00004_2,1315,1322,56,51
208,200021637-00004_2,1316,1373,51,97
209,200021637-00004_2,1254,1432,33,81
210,200021637-00004_2,1398,2153,72,73
211,200021637-00004_2,1394,2226,63,79
212,200021637-00004_2,1400,2301,60,61
213,200021637-00004_2,1330,2309,51,65
214,200021637-00004_2,1335,2407,43,71
215,200021637-00004_2,1350,2490,21,36
216,200021637-00004_2,1334,2534,55,60
217,200021637-00004_2,1163,1824,73,53
218,200021637-00004_2,1047,1128,51,89
219,200021637-00004_2,1042,1216,60,101
220,200021637-00004_2,1052,1321,41,67
221,200021637-00004_2,1071,1384,16,55
222,200021637-00004_2,1040,1449,63,61
223,200021637-00004_2,901,1125,76,80
224,200021637-00004_2,901,1213,91,64
225,200021637-00004_2,771,1220,48,101
226,200021637-00004_2,780,1397,49,48
227,200021637-00004_2,773,1446,81,61
228,200021637-00004_2,791,1568,28,72
229,200021637-00004_2,559,1525,71,91
230,200021637-00004_2,563,1617,65,69
231,200021637-00004_2,431,1538,75,57
232,200021637-00004_2,431,1594,89,100
233,200021637-00004_2,439,1768,75,67
234,200021637-00004_2,337,1993,57,69
235,200021637-00004_2,328,2158,104,41
236,200021637-00005_1,1502,264,59,71
237,200021637-00005_1,1230,267,85,115
238,200021637-00005_1,1233,400,60,65
239,200021637-00005_1,1253,492,21,147
240,200021637-00005_1,1129,328,48,64
241,200021637-00005_1,1132,396,40,81
242,200021637-00005_1,1014,513,63,55
243,200021637-00005_1,1010,584,71,56
244,200021637-00005_1,877,349,64,44
245,200021637-00005_1,894,400,27,45
246,200021637-00005_1,461,249,53,67
247,200021637-00005_1,462,312,43,53
248,200021637-00005_1,395,263,51,57
249,200021637-00005_1,407,331,25,27
250,200021637-00005_1,404,360,28,39
251,200021637-00005_1,329,248,48,59
252,200021637-00005_1,333,315,31,40
253,200021637-00005_1,265,300,51,72
254,200021637-00005_1,283,371,28,59
255,200021637-00005_1,1469,1603,68,80
256,200021637-00005_1,1294,761,107,84
257,200021637-00005_1,1329,879,53,87
258,200021637-00005_1,1336,1009,44,95
259,200021637-00005_1,1322,1115,68,61
260,200021637-00005_1,1194,771,73,64
261,200021637-00005_1,1204,856,89,97
262,200021637-00005_1,1212,984,61,81
263,200021637-00005_1,1225,1081,36,108
264,200021637-00005_1,1094,1089,40,45
265,200021637-00005_1,1082,1135,87,76
266,200021637-00005_1,990,769,40,95
267,200021637-00005_1,994,881,32,48
268,200021637-00005_1,986,956,55,83
269,200021637-00005_1,820,961,37,81
270,200021637-00005_1,810,1045,64,56
271,200021637-00005_1,825,1112,33,41
272,200021637-00005_1,814,1155,71,53
273,200021637-00005_1,1230,1421,55,80
274,200021637-00005_1,1246,1607,32,76
275,200021637-00005_1,1128,1245,39,100
276,200021637-00005_1,1056,1381,47,69
277,200021637-00005_1,1050,1455,79,67
278,200021637-00005_1,1061,1594,37,64
279,200021637-00005_1,932,1462,55,48
280,200021637-00005_1,925,1510,60,87
281,200021637-00005_1,858,1476,32,72
282,200021637-00005_1,1317,1720,64,65
283,200021637-00005_1,1361,1786,16,63
284,200021637-00005_1,1329,1876,43,72
285,200021637-00005_1,1102,1728,63,40
286,200021637-00005_1,1097,1802,64,36
287,200021637-00005_1,1112,1860,43,72
288,200021637-00005_1,1112,1934,56,100
289,200021637-00005_1,1017,1926,36,101
290,200021637-00005_1,892,1918,59,51
291,200021637-00005_1,898,1971,47,80
292,200021637-00005_1,818,2055,36,41
293,200021637-00005_1,814,2095,72,55
294,200021637-00005_1,1305,2202,55,71
295,200021637-00005_1,1300,2286,73,76
296,200021637-00005_1,1316,2367,39,93
297,200021637-00005_1,1082,2531,93,73
298,200021637-00005_1,985,2199,37,89
299,200021637-00005_1,978,2296,51,80
300,200021637-00005_1,888,2351,67,93
301,200021637-00005_1,905,2430,31,83
302,200021637-00005_1,678,1720,72,67
303,200021637-00005_1,508,1019,37,92
304,200021637-00005_1,331,905,77,113
305,200021637-00005_1,335,1033,65,85
306,200021637-00005_1,88,1011,41,47
307,200021637-00005_1,93,1068,36,79
308,200021637-00005_1,501,1237,99,80
309,200021637-00005_1,532,1308,51,69
310,200021637-00005_1,533,1554,63,76
311,200021637-00005_1,411,1401,25,68
312,200021637-00005_1,396,1471,57,80
313,200021637-00005_1,315,1496,59,49
314,200021637-00005_1,329,1546,39,76
315,200021637-00005_1,197,1347,51,83
316,200021637-00005_1,197,1427,60,105
317,200021637-00005_1,120,1463,40,49
318,200021637-00005_1,117,1512,51,53
319,200021637-00005_1,512,1828,56,99
320,200021637-00005_1,513,1934,65,44
321,200021637-00005_1,505,1982,77,64
322,200021637-00005_1,510,2060,75,67
323,200021637-00005_1,189,1708,73,96
324,200021637-00005_1,188,1887,77,103
325,200021637-00005_1,520,2392,55,72
326,200021637-00005_1,522,2462,37,97
327,200021637-00005_1,457,2464,64,103
328,200021637-00005_1,452,2566,112,57
329,200021637-00005_1,196,2307,59,64
330,200021637-00005_1,212,2370,33,95
331,200021637-00005_2,1613,283,52,63
332,200021637-00005_2,1614,364,48,60
333,200021637-00005_2,1606,540,32,191
334,200021637-00005_2,1426,452,64,63
335,200021637-00005_2,1160,532,51,43
336,200021637-00005_2,996,408,71,64
337,200021637-00005_2,1004,472,55,79
338,200021637-00005_2,921,303,35,60
339,200021637-00005_2,910,365,53,39
340,200021637-00005_2,916,405,51,41
341,200021637-00005_2,848,256,56,45
342,200021637-00005_2,852,300,40,49
343,200021637-00005_2,864,352,16,67
344,200021637-00005_2,804,261,31,48
345,200021637-00005_2,808,313,23,37
346,200021637-00005_2,787,423,55,37
347,200021637-00005_2,749,252,27,53
348,200021637-00005_2,748,307,28,55
349,200021637-00005_2,687,259,44,51
350,200021637-00005_2,692,309,47,56
351,200021637-00005_2,691,440,44,41
352,200021637-00005_2,628,259,45,29
353,200021637-00005_2,627,288,41,48
354,200021637-00005_2,560,256,55,43
355,200021637-00005_2,569,292,37,57
356,200021637-00005_2,560,349,45,33
357,200021637-00005_2,495,375,44,39
358,200021637-00005_2,443,255,39,55
359,200021637-00005_2,456,412,16,27
360,200021637-00005_2,444,435,33,63
361,200021637-00005_2,393,256,28,57
362,200021637-00005_2,393,313,29,45
363,200021637-00005_2,391,353,25,53
364,200021637-00005_2,388,407,37,57
365,200021637-00005_2,328,336,36,55
366,200021637-00005_2,336,395,21,47
367,200021637-00005_2,327,445,37,56
368,200021637-00005_2,275,327,41,48
369,200021637-00005_2,268,380,43,40
370,200021637-00005_2,279,424,24,35
371,200021637-00005_2,277,491,25,37
372,200021637-00005_2,263,521,44,47
373,200021637-00005_2,211,291,59,51
374,200021637-00005_2,225,341,32,55
375,200021637-00005_2,221,455,33,45
376,200021637-00005_2,220,511,39,21
377,200021637-00005_2,220,536,40,36
378,200021637-00005_2,219,573,41,47
379,200021637-00005_2,181,545,41,48
380,200021637-00005_2,187,600,24,28
381,200021637-00005_2,181,633,36,44
382,200021637-00005_2,185,683,27,47
383,200021637-00005_2,1620,1628,79,77
384,200021637-00005_2,1444,1000,39,77
385,200021637-00005_2,1276,1023,56,45
386,200021637-00005_2,1285,1067,43,76
387,200021637-00005_2,1141,777,57,65
388,200021637-00005_2,1049,971,31,81
389,200021637-00005_2,1449,1249,56,104
390,200021637-00005_2,1454,1457,52,80
391,200021637-00005_2,1286,1496,75,71
392,200021637-00005_2,1288,1564,101,71
393,200021637-00005_2,1133,1383,53,71
394,200021637-00005_2,1134,1457,51,96
395,200021637-00005_2,1445,1724,89,100
396,200021637-00005_2,1450,1893,73,59
397,200021637-00005_2,1322,1726,85,72
398,200021637-00005_2,1197,1806,55,93
399,200021637-00005_2,1109,1860,47,56
400,200021637-00005_2,1108,1917,44,108
401,200021637-00005_2,1041,1968,29,51
402,200021637-00005_2,1462,2372,43,79
403,200021637-00005_2,1460,2457,39,49
404,200021637-00005_2,1446,2509,91,64
405,200021637-00005_2,1450,2585,67,39
406,200021637-00005_2,1153,2198,75,59
407,200021637-00005_2,1148,2285,68,75
408,200021637-00005_2,1168,2362,28,92
409,200021637-00005_2,1146,2580,85,47
410,200021637-00005_2,1040,2453,40,83
411,200021637-00005_2,832,1736,64,57
412,200021637-00005_2,680,868,53,63
413,200021637-00005_2,581,761,52,61
414,200021637-00005_2,588,831,29,76
415,200021637-00005_2,595,911,17,115
416,200021637-00005_2,459,863,69,84
417,200021637-00005_2,465,948,60,48
418,200021637-00005_2,472,993,48,57
419,200021637-00005_2,473,1052,52,87
420,200021637-00005_2,355,853,31,67
421,200021637-00005_2,348,923,37,63
422,200021637-00005_2,239,875,57,77
423,200021637-00005_2,235,952,65,45
424,200021637-00005_2,235,993,47,96
425,200021637-00005_2,548,1339,56,60
426,200021637-00005_2,549,1399,40,91
427,200021637-00005_2,496,1450,29,73
428,200021637-00005_2,491,1522,36,56
429,200021637-00005_2,377,1420,55,47
430,200021637-00005_2,377,1465,44,91
431,200021637-00005_2,287,1474,44,104
432,200021637-00005_2,508,1838,80,63
433,200021637-00005_2,516,1908,99,65
434,200021637-00005_2,519,2036,59,41
435,200021637-00005_2,524,2078,49,69
436,200021637-00005_2,375,1912,44,71
437,200021637-00005_2,375,1981,55,79
438,200021637-00005_2,548,2316,37,71
439,200021637-00005_2,539,2386,51,83
440,200021637-00005_2,476,2382,33,56
441,200021637-00005_2,484,2524,31,44
442,200021637-00005_2,484,2562,31,60
443,200021637-00005_2,349,2197,80,76
444,200021637-00005_2,356,2286,60,65
445,200021637-00005_2,372,2345,21,132
446,200021637-00005_2,303,2373,40,76
447,200021637-00005_2,307,2452,37,67
448,200021637-00006_1,1458,420,27,69
449,200021637-00006_1,1346,216,57,77
450,200021637-00006_1,1379,289,19,79
451,200021637-00006_1,1078,227,37,92
452,200021637-00006_1,1061,327,60,83
453,200021637-00006_1,1062,424,56,77
454,200021637-00006_1,949,327,63,64
455,200021637-00006_1,956,397,49,67
456,200021637-00006_1,973,497,21,64
457,200021637-00006_1,897,513,41,84
458,200021637-00006_1,893,603,57,51
459,200021637-00006_1,713,312,59,72
460,200021637-00006_1,734,380,35,64
461,200021637-00006_1,634,265,32,56
462,200021637-00006_1,621,323,53,40
463,200021637-00006_1,622,364,53,45
464,200021637-00006_1,562,221,47,43
465,200021637-00006_1,566,263,41,53
466,200021637-00006_1,582,315,13,64
467,200021637-00006_1,494,216,47,48
468,200021637-00006_1,493,268,60,37
469,200021637-00006_1,493,307,45,47
470,200021637-00006_1,489,355,56,43
471,200021637-00006_1,435,211,29,28
472,200021637-00006_1,431,236,44,63
473,200021637-00006_1,364,207,47,53
474,200021637-00006_1,361,319,48,44
475,200021637-00006_1,292,280,60,35
476,200021637-00006_1,295,320,44,33
477,200021637-00006_1,288,352,73,51
478,200021637-00006_1,231,221,53,33
479,200021637-00006_1,249,255,24,44
480,200021637-00006_1,227,300,72,51
481,200021637-00006_1,179,225,19,57
482,200021637-00006_1,171,287,37,61
483,200021637-00006_1,164,360,43,39
484,200021637-00006_1,95,267,67,52
485,200021637-00006_1,108,331,39,55
486,200021637-00006_1,104,381,37,49
487,200021637-00006_1,105,435,32,32
488,200021637-00006_1,81,444,13,59
489,200021637-00006_1,1479,1584,77,64
490,200021637-00006_1,1328,990,47,52
491,200021637-00006_1,1314,1050,67,101
492,200021637-00006_1,1212,968,65,75
493,200021637-00006_1,1210,1048,95,75
494,200021637-00006_1,1100,1044,41,56
495,200021637-00006_1,1090,1102,85,59
496,200021637-00006_1,964,942,56,76
497,200021637-00006_1,978,1018,37,84
498,200021637-00006_1,840,976,55,45
499,200021637-00006_1,838,1022,48,80
500,200021637-00006_1,1352,1209,48,55
501,200021637-00006_1,1363,1324,33,75
502,200021637-00006_1,1355,1402,44,103
503,200021637-00006_1,1234,1506,96,85
504,200021637-00006_1,1108,1341,48,71
505,200021637-00006_1,1105,1425,53,108
506,200021637-00006_1,984,1277,48,53
507,200021637-00006_1,986,1333,41,88
508,200021637-00006_1,892,1273,60,76
509,200021637-00006_1,892,1349,60,37
510,200021637-00006_1,898,1388,43,97
511,200021637-00006_1,1330,1836,40,56
512,200021637-00006_1,1322,1894,45,93
513,200021637-00006_1,1249,1917,51,65
514,200021637-00006_1,1248,1990,60,79
515,200021637-00006_1,1140,1688,79,60
516,200021637-00006_1,1148,1774,64,64
517,200021637-00006_1,1172,1836,19,103
518,200021637-00006_1,1076,2037,92,68
519,200021637-00006_1,964,1681,39,101
520,200021637-00006_1,946,1793,68,71
521,200021637-00006_1,958,1878,53,73
522,200021637-00006_1,1220,2358,59,51
523,200021637-00006_1,1258,2570,27,44
524,200021637-00006_1,1088,2169,83,79
525,200021637-00006_1,920,2311,67,77
526,200021637-00006_1,922,2389,85,80
527,200021637-00006_1,708,1726,69,63
528,200021637-00006_1,564,869,33,95
529,200021637-00006_1,554,978,71,95
530,200021637-00006_1,303,724,96,112
531,200021637-00006_1,328,860,33,75
532,200021637-00006_1,195,768,56,59
533,200021637-00006_1,207,824,41,91
534,200021637-00006_1,115,777,60,75
535,200021637-00006_1,104,853,75,37
536,200021637-00006_1,116,892,44,100
537,200021637-00006_1,508,1208,103,80
538,200021637-00006_1,542,1332,49,80
539,200021637-00006_1,375,1214,96,63
540,200021637-00006_1,392,1286,73,69
541,200021637-00006_1,227,1210,88,80
542,200021637-00006_1,232,1308,87,104
543,200021637-00006_1,236,1421,56,111
544,200021637-00006_1,300,1844,59,65
545,200021637-00006_1,309,1910,44,63
546,200021637-00006_1,313,2050,39,59
547,200021637-00006_1,208,1692,56,81
548,200021637-00006_1,240,1766,21,81
549,200021637-00006_1,454,2329,79,71
550,200021637-00006_1,464,2402,88,69
551,200021637-00006_1,473,2479,35,43
552,200021637-00006_1,461,2526,77,52
553,200021637-00006_1,311,2402,52,43
554,200021637-00006_1,312,2455,47,87
555,200021637-00006_1,199,2175,40,100
556,200021637-00006_1,153,2309,45,53
557,200021637-00006_1,155,2373,72,53
558,200021637-00006_1,165,2503,21,47
559,200021637-00006_2,1595,368,96,80
560,200021637-00006_2,1593,452,61,85
561,200021637-00006_2,1584,536,112,67
562,200021637-00006_2,1452,284,85,93
563,200021637-00006_2,1464,425,56,79
564,200021637-00006_2,1312,283,81,61
565,200021637-00006_2,1329,368,32,77
566,200021637-00006_2,1195,372,33,92
567,200021637-00006_2,1183,464,47,84
568,200021637-00006_2,987,265,73,59
569,200021637-00006_2,987,328,48,75
570,200021637-00006_2,559,309,56,37
571,200021637-00006_2,561,449,36,36
572,200021637-00006_2,503,328,26,47
573,200021637-00006_2,453,316,32,47
574,200021637-00006_2,472,357,13,32
575,200021637-00006_2,455,389,35,56
576,200021637-00006_2,440,451,73,28
577,200021637-00006_2,383,277,49,57
578,200021637-00006_2,397,393,13,33
579,200021637-00006_2,376,425,56,37
580,200021637-00006_2,387,456,39,64
581,200021637-00006_2,393,508,19,60
582,200021637-00006_2,325,325,45,55
583,200021637-00006_2,325,381,53,40
584,200021637-00006_2,265,289,49,61
585,200021637-00006_2,276,357,28,31
586,200021637-00006_2,263,400,52,25
587,200021637-00006_2,273,425,40,48
588,200021637-00006_2,292,475,17,44
589,200021637-00006_2,201,423,49,55
590,200021637-00006_2,215,497,24,39
591,200021637-00006_2,171,512,44,55
592,200021637-00006_2,180,567,32,53
593,200021637-00006_2,1605,1613,64,73
594,200021637-00006_2,1475,1076,25,59
595,200021637-00006_2,1484,1140,13,64
596,200021637-00006_2,1351,959,64,55
597,200021637-00006_2,1368,1035,36,51
598,200021637-00006_2,1227,999,44,101
599,200021637-00006_2,1140,775,40,88
600,200021637-00006_2,1121,863,68,75
601,200021637-00006_2,1132,952,51,88
602,200021637-00006_2,1000,892,37,87
603,200021637-00006_2,999,981,47,67
604,200021637-00006_2,1440,1380,64,80
605,200021637-00006_2,1463,1454,32,64
606,200021637-00006_2,1361,1375,32,41
607,200021637-00006_2,1349,1476,40,80
608,200021637-00006_2,1231,1464,48,60
609,200021637-00006_2,1121,1315,56,53
610,200021637-00006_2,1131,1369,40,76
611,200021637-00006_2,1041,1309,59,77
612,200021637-00006_2,1032,1401,72,29
613,200021637-00006_2,1052,1432,33,89
614,200021637-00006_2,1425,1946,73,69
615,200021637-00006_2,1433,2018,73,67
616,200021637-00006_2,1295,1834,87,69
617,200021637-00006_2,1144,1998,95,76
618,200021637-00006_2,1051,1840,53,53
619,200021637-00006_2,1060,1898,33,61
620,200021637-00006_2,1007,1896,25,60
621,200021637-00006_2,985,1961,68,37
622,200021637-00006_2,1001,1996,37,87
623,200021637-00006_2,1417,2214,107,73
624,200021637-00006_2,1448,2282,64,100
625,200021637-00006_2,1443,2385,79,55
626,200021637-00006_2,1379,2300,36,88
627,200021637-00006_2,1363,2369,67,95
628,200021637-00006_2,1368,2542,59,85
629,200021637-00006_2,1228,2425,60,115
630,200021637-00006_2,1117,2212,56,83
631,200021637-00006_2,1120,2368,56,89
632,200021637-00006_2,1048,2541,41,100
633,200021637-00006_2,819,1720,63,67
634,200021637-00006_2,672,780,53,81
635,200021637-00006_2,667,859,71,71
636,200021637-00006_2,668,935,64,49
637,200021637-00006_2,683,1055,29,75
638,200021637-00006_2,660,1127,67,81
639,200021637-00006_2,548,1045,80,76
640,200021637-00006_2,561,1128,88,79
641,200021637-00006_2,437,781,45,56
642,200021637-00006_2,439,837,51,69
643,200021637-00006_2,427,913,67,73
644,200021637-00006_2,305,780,75,75
645,200021637-00006_2,307,856,56,65
646,200021637-00006_2,332,927,16,68
647,200021637-00006_2,313,997,37,79
648,200021637-00006_2,316,1072,41,69
649,200021637-00006_2,195,905,63,52
650,200021637-00006_2,207,952,45,95
651,200021637-00006_2,343,1271,52,64
652,200021637-00006_2,336,1343,93,71
653,200021637-00006_2,347,1496,37,72
654,200021637-00006_2,268,1434,48,119
655,200021637-00006_2,632,1985,68,63
656,200021637-00006_2,496,1889,61,61
657,200021637-00006_2,500,1949,52,103
658,200021637-00006_2,376,1849,39,89
659,200021637-00006_2,365,1934,56,64
660,200021637-00006_2,644,2325,45,99
661,200021637-00006_2,641,2437,45,57
662,200021637-00006_2,636,2501,64,92
663,200021637-00006_2,472,2212,111,93
664,200021637-00006_2,489,2309,80,76
665,200021637-00006_2,357,2328,25,72
666,200021637-00006_2,341,2397,56,109
667,200021637-00006_2,260,2464,60,51
668,200021637-00006_2,263,2517,53,83
669,200021637-00007_1,1481,287,43,109
670,200021637-00007_1,1485,403,29,84
671,200021637-00007_1,1161,360,71,77
672,200021637-00007_1,1169,447,44,100
673,200021637-00007_1,1049,617,55,81
674,200021637-00007_1,1034,696,97,36
675,200021637-00007_1,891,265,45,79
676,200021637-00007_1,885,336,65,72
677,200021637-00007_1,908,407,32,52
678,200021637-00007_1,917,461,15,48
679,200021637-00007_1,895,512,56,45
680,200021637-00007_1,839,408,32,71
681,200021637-00007_1,839,476,47,79
682,200021637-00007_1,764,316,28,59
683,200021637-00007_1,753,376,48,35
684,200021637-00007_1,757,409,49,45
685,200021637-00007_1,697,261,49,51
686,200021637-00007_1,700,315,41,44
687,200021637-00007_1,715,360,15,61
688,200021637-00007_1,636,263,48,44
689,200021637-00007_1,632,377,48,37
690,200021637-00007_1,636,415,41,40
691,200021637-00007_1,625,460,59,40
692,200021637-00007_1,585,268,28,36
693,200021637-00007_1,575,304,41,47
694,200021637-00007_1,523,268,47,55
695,200021637-00007_1,523,321,31,65
696,200021637-00007_1,513,383,48,33
697,200021637-00007_1,527,416,24,59
698,200021637-00007_1,517,480,39,33
699,200021637-00007_1,467,268,44,43
700,200021637-00007_1,480,308,20,36
701,200021637-00007_1,460,356,47,52
702,200021637-00007_1,455,405,48,37
703,200021637-00007_1,416,264,21,75
704,200021637-00007_1,399,335,55,43
705,200021637-00007_1,347,264,45,39
706,200021637-00007_1,341,460,71,21
