ID,Unicode
207,U+3066,U+305D,U+3081
208,U+3053,U+3046,U+306F
209,U+3046,U+306F,U+304F
210,U+306F,U+304F,U+3068
211,U+304F,U+3068,U+308A
212,U+3068,U+308A,U+307E
213,U+3082,U+3061,U+3086
214,U+3042,U+3093,U+304B
215,U+3093,U+304B,U+3051
216,U+304B,U+3089,U+3057
217,U+3053,U+305B,U+3046
218,U+3093,U+306A,U+3093
219,U+306B,U+3053,U+307F
220,U+3080,U+304D,U+3046
221,U+307B,U+305D,U+304F
222,U+304D,U+308B,U+3092
223,U+3093,U+306A,U+3093
224,U+3055,U+3064,U+307E
225,U+3064,U+307E,U+3044
226,U+307E,U+3044,U+3082
227,U+3053,U+306C,U+304B
228,U+3046,U+3061,U+308F
229,U+304F,U+308F,U+3057
230,U+3055,U+3044,U+304B
231,U+3044,U+304B,U+3061
232,U+304B,U+3061,U+306E
233,U+306F,U+306A,U+304B
234,U+304B,U+305F,U+3061
235,U+305F,U+3061,U+3092
236,U+3053,U+3089,U+3078
237,U+306B,U+3057,U+3066
238,U+304A,U+308D,U+3057
239,U+306A,U+304B,U+3078
240,U+304B,U+3078,U+3059
241,U+3046,U+3068,U+3093
242,U+3068,U+3093,U+304F
243,U+3064,U+308B,U+306A
244,U+304B,U+304D,U+305F
245,U+304D,U+305F,U+3044
246,U+306D,U+3080,U+3057
247,U+306B,U+3057,U+3081
248,U+307B,U+305D,U+304F
249,U+3053,U+3093,U+306A
250,U+304D,U+306C,U+305F
251,U+304B,U+3044,U+308F
252,U+3044,U+308F,U+308A
253,U+308F,U+308A,U+306A
254,U+307E,U+3064,U+305F
255,U+3064,U+305F,U+3051
256,U+3068,U+3046,U+3075
257,U+305D,U+306A,U+305F
258,U+306A,U+305F,U+3051
259,U+3064,U+304F,U+308A
260,U+306B,U+3078,U+3086
261,U+3078,U+3086,U+306B
262,U+3086,U+306B,U+3066
263,U+304B,U+305F,U+304F
264,U+305F,U+304F,U+306D
265,U+304F,U+306D,U+308A
266,U+306F,U+3064,U+305F
267,U+3064,U+305F,U+3051
268,U+305F,U+3051,U+306E
269,U+304B,U+305F,U+3061
270,U+305F,U+3061,U+306B
271,U+3053,U+3057,U+3089
272,U+3057,U+3089,U+3078
273,U+3042,U+3093,U+304B
274,U+3093,U+304B,U+3051
275,U+304A,U+308D,U+3057
276,U+304D,U+3093,U+3053
277,U+307F,U+3064,U+306A
278,U+306F,U+3057,U+305F
279,U+3068,U+3046,U+3075
280,U+3084,U+3093,U+306A
281,U+3093,U+306A,U+308A
282,U+304B,U+3089,U+3057
283,U+3057,U+3084,U+3046
284,U+306B,U+304F,U+3092
285,U+3053,U+3057,U+3089
286,U+3057,U+3089,U+3078
287,U+3057,U+3044,U+305F
288,U+3044,U+305F,U+3051
289,U+305F,U+3051,U+306E
290,U+305F,U+308B,U+3092
291,U+3059,U+3044,U+304D
292,U+3044,U+304D,U+3092
293,U+304D,U+3092,U+3068
294,U+3092,U+3068,U+308A
295,U+3046,U+3089,U+306B
296,U+304F,U+308B,U+307F
297,U+304B,U+304D,U+306A
298,U+305B,U+3055,U+3088
299,U+3055,U+3088,U+308A
300,U+307F,U+308B,U+3075
301,U+308B,U+3075,U+3055
302,U+3068,U+3046,U+3075
303,U+3053,U+307E,U+304B
304,U+305F,U+308B,U+3092
305,U+304F,U+3044,U+304B
306,U+308F,U+304B,U+3075
307,U+304B,U+3075,U+304D
308,U+305F,U+3044,U+3089
309,U+304D,U+3093,U+3053
310,U+305D,U+3042,U+3078
311,U+304F,U+308F,U+3044
312,U+305F,U+308B,U+3092
313,U+3055,U+3068,U+3046
314,U+307B,U+3046,U+308C
315,U+3046,U+308C,U+3093
316,U+304B,U+3089,U+3057
317,U+3093,U+306B,U+3084
318,U+306B,U+3084,U+304F
319,U+304A,U+308D,U+3057
320,U+308D,U+3057,U+3044
321,U+3057,U+3044,U+3082
322,U+304B,U+3044,U+308F
323,U+3044,U+308F,U+308A
324,U+308F,U+308A,U+306A
325,U+3057,U+3084,U+3046
326,U+304D,U+3093,U+3053
327,U+3066,U+3044,U+3089
328,U+3042,U+308A,U+3078
329,U+308A,U+3078,U+3044
330,U+304B,U+3089,U+3057
331,U+305F,U+308B,U+3092
332,U+3055,U+3064,U+307E
333,U+3055,U+3064,U+307E
334,U+304B,U+305F,U+3061
335,U+3057,U+307B,U+3084
336,U+307B,U+3084,U+304D
337,U+3055,U+308F,U+3089
338,U+3066,U+3044,U+3089
339,U+3086,U+3093,U+3055
340,U+3093,U+3055,U+3044
341,U+3068,U+305B,U+3046
342,U+304A,U+308D,U+3057
343,U+304B,U+3089,U+3057
344,U+3053,U+307E,U+304B
345,U+307E,U+304B,U+306B
346,U+3059,U+308B,U+306A
347,U+308B,U+306A,U+308A
348,U+3068,U+305B,U+3046
349,U+3088,U+3081,U+306A
350,U+3042,U+3089,U+308C
351,U+3089,U+308C,U+3046
352,U+3086,U+3093,U+3055
353,U+3093,U+3055,U+3044
354,U+3046,U+3057,U+307B
355,U+3075,U+304D,U+306E
356,U+304D,U+3093,U+3057
357,U+307B,U+305D,U+304F
358,U+3068,U+305B,U+3046
359,U+3088,U+3057,U+306E
360,U+304B,U+308C,U+3044
361,U+3044,U+305F,U+3064
362,U+305F,U+3064,U+3066
363,U+3089,U+304B,U+306B
364,U+3068,U+3046,U+3075
365,U+3055,U+3093,U+305B
366,U+3093,U+305B,U+3046
367,U+3046,U+3057,U+307B
368,U+304B,U+3089,U+3057
369,U+3044,U+3082,U+3092
370,U+306A,U+304B,U+306E
371,U+3082,U+3061,U+3086
372,U+3061,U+3093,U+3072
373,U+308F,U+308A,U+306A
374,U+304A,U+308D,U+3057
375,U+3064,U+3053,U+3046
376,U+3057,U+307B,U+3084
377,U+307B,U+3084,U+304D
378,U+306B,U+3057,U+3081
379,U+304B,U+3057,U+304B
380,U+3061,U+3044,U+3055
381,U+3044,U+3055,U+304D
382,U+306A,U+3059,U+3092
383,U+3064,U+304D,U+306B
384,U+305F,U+3066,U+3059
385,U+3086,U+306B,U+3092
386,U+3061,U+3084,U+305B
387,U+3084,U+305B,U+3093
388,U+305B,U+3093,U+306E
389,U+3055,U+3068,U+3046
390,U+3053,U+308F,U+3044
391,U+3082,U+308D,U+3068
392,U+304A,U+308D,U+3057
393,U+306B,U+3066,U+3068
394,U+3066,U+3068,U+304D
395,U+3057,U+3066,U+306A
396,U+3044,U+3082,U+3092
397,U+304A,U+308D,U+3057
398,U+3057,U+307B,U+3092
399,U+307B,U+3092,U+3044
400,U+3092,U+3044,U+308C
401,U+3084,U+304F,U+3057
402,U+306B,U+3066,U+3059
403,U+3066,U+3059,U+304F
404,U+3059,U+304F,U+3072
405,U+3064,U+306B,U+3086
406,U+304B,U+3051,U+308B
407,U+3051,U+308B,U+306A
408,U+308B,U+306A,U+308A
409,U+306F,U+3059,U+3044
410,U+3059,U+3044,U+3082
411,U+307F,U+308B,U+3075
412,U+308B,U+3075,U+3055
413,U+3042,U+3089,U+308C
414,U+3044,U+3048,U+308A
415,U+3068,U+3059,U+308B
416,U+3059,U+308B,U+306B
417,U+308B,U+3082,U+306E
418,U+3082,U+306E,U+306F
419,U+306B,U+3059,U+308B
420,U+3059,U+308B,U+3082
421,U+308B,U+3082,U+306E
422,U+3082,U+306E,U+306F
423,U+3057,U+304B,U+308C
424,U+304B,U+308C,U+3068
425,U+308C,U+3068,U+3082
426,U+304B,U+3089,U+3059
427,U+306B,U+3088,U+308A
428,U+3068,U+3057,U+3066
429,U+3068,U+3059,U+308B
430,U+306A,U+308B,U+3082
431,U+308B,U+3082,U+306E
432,U+3082,U+306E,U+306F
433,U+3068,U+3059,U+308B
434,U+3059,U+308B,U+3082
435,U+308B,U+3082,U+306E
436,U+3082,U+306E,U+306F
437,U+3068,U+304D,U+306F
438,U+3059,U+308B,U+306B
439,U+308B,U+306B,U+305F
440,U+306B,U+305F,U+3089
441,U+3042,U+3089,U+3059
442,U+3068,U+3044,U+3075
443,U+3044,U+3075,U+306E
444,U+3075,U+306E,U+307F
445,U+3072,U+3057,U+307B
446,U+304B,U+304F,U+306E
447,U+306E,U+3068,U+308D
448,U+306E,U+306F,U+3093
449,U+306F,U+3093,U+3078
450,U+3093,U+3078,U+3044
451,U+306E,U+3053,U+304F
452,U+3053,U+304F,U+305B
453,U+304F,U+305B,U+3046
454,U+304F,U+307F,U+305F
455,U+307F,U+305F,U+307E
456,U+3084,U+304D,U+305F
457,U+304D,U+305F,U+307E
458,U+3084,U+304D,U+305F
459,U+304D,U+305F,U+307E
460,U+304D,U+305F,U+307E
461,U+3057,U+305F,U+307E
462,U+3046,U+305F,U+307E
463,U+304D,U+308A,U+305F
464,U+308A,U+305F,U+307E
465,U+305D,U+3046,U+3081
466,U+3046,U+3081,U+3093
467,U+3057,U+305F,U+307E
468,U+306A,U+307E,U+3059
469,U+307F,U+3068,U+308A
470,U+3068,U+308A,U+305F
471,U+308A,U+305F,U+307E
472,U+307E,U+304D,U+305F
473,U+304D,U+305F,U+307E
474,U+305F,U+307E,U+3053
475,U+3080,U+3057,U+305F
476,U+3057,U+305F,U+307E
477,U+305F,U+307E,U+3053
478,U+307E,U+3053,U+306E
479,U+308D,U+3042,U+3078
480,U+306E,U+3053,U+304B
481,U+3053,U+304B,U+3057
482,U+305D,U+3046,U+3081
483,U+3046,U+3081,U+3093
484,U+304B,U+3051,U+3093
485,U+3055,U+304B,U+306A
486,U+306B,U+3066,U+3082
487,U+306E,U+304F,U+306B
488,U+304F,U+306B,U+3057
489,U+306B,U+3057,U+3066
490,U+307B,U+306D,U+3092
491,U+306D,U+3092,U+3088
492,U+3092,U+3088,U+304F
493,U+3088,U+304F,U+3068
494,U+304F,U+3068,U+308A
495,U+3092,U+3075,U+308A
496,U+3075,U+308A,U+304B
497,U+308A,U+304B,U+3051
498,U+3092,U+3059,U+3053
499,U+3059,U+3053,U+3057
500,U+3053,U+3057,U+306C
501,U+3057,U+306C,U+308A
502,U+306E,U+306A,U+304D
503,U+3057,U+304F,U+3046
504,U+3092,U+3075,U+308A
505,U+3075,U+308A,U+304B
506,U+308A,U+304B,U+3051
507,U+3044,U+304B,U+306B
508,U+304B,U+306B,U+3082
509,U+306E,U+3046,U+3059
510,U+306B,U+3066,U+3082
511,U+3088,U+308A,U+3088
512,U+308A,U+3088,U+304F
513,U+3057,U+3081,U+3066
514,U+3078,U+3082,U+3046
515,U+3093,U+306E,U+3053
516,U+3092,U+306C,U+308A
517,U+306C,U+308A,U+3066
518,U+308A,U+3066,U+307E
519,U+3066,U+307E,U+304D
520,U+3046,U+3068,U+3093
521,U+3068,U+3093,U+306E
522,U+3093,U+306E,U+3053
523,U+3092,U+306C,U+308A
524,U+306C,U+308A,U+3044
525,U+308A,U+3044,U+304B
526,U+3044,U+304B,U+306B
527,U+304B,U+306B,U+3082
528,U+306B,U+3059,U+308B
529,U+3059,U+308B,U+306A
530,U+308B,U+306A,U+308A
531,U+306B,U+3059,U+3078
532,U+3059,U+3078,U+3057
533,U+3068,U+3044,U+3075
534,U+306B,U+3057,U+3066
535,U+306B,U+308F,U+3055
536,U+3059,U+3078,U+3057
537,U+306B,U+3057,U+3066
538,U+306B,U+3066,U+3082
539,U+306B,U+3066,U+3082
540,U+304B,U+3089,U+3081
541,U+3089,U+3081,U+306B
542,U+304B,U+3051,U+3080
543,U+3051,U+3080,U+3059
544,U+308B,U+3078,U+3057
545,U+3082,U+306E,U+306B
546,U+3059,U+3078,U+3057
547,U+3044,U+308C,U+3066
548,U+3059,U+3078,U+3057
549,U+3072,U+3057,U+307B
550,U+304B,U+3051,U+3093
551,U+3092,U+304B,U+3089
552,U+306B,U+3059,U+308A
553,U+3059,U+308A,U+306E
554,U+306B,U+3059,U+3078
555,U+3059,U+3078,U+3057
556,U+308F,U+308A,U+3053
557,U+308A,U+3053,U+305B
558,U+3053,U+305B,U+3046
559,U+3088,U+308D,U+3057
560,U+3068,U+3082,U+3092
561,U+3059,U+3053,U+3057
562,U+306B,U+3093,U+306B
563,U+3093,U+306B,U+304F
564,U+306B,U+304F,U+3092
565,U+304F,U+3092,U+308F
566,U+3092,U+308F,U+308A
567,U+308F,U+308A,U+3066
568,U+3068,U+3082,U+306B
569,U+3059,U+3078,U+3057
570,U+3092,U+3055,U+308A
571,U+306E,U+3086,U+306E
572,U+306E,U+3057,U+3084
573,U+3057,U+3084,U+3046
574,U+3084,U+3046,U+306F
575,U+306E,U+304F,U+306B
576,U+304F,U+306B,U+3057
577,U+306B,U+3057,U+3066
578,U+3057,U+3066,U+304D
579,U+3059,U+3053,U+3057
580,U+3093,U+3092,U+304A
581,U+3092,U+304A,U+308D
582,U+304A,U+308D,U+3057
583,U+308D,U+3057,U+3044
584,U+3057,U+3044,U+308C
585,U+3044,U+308C,U+308F
586,U+308C,U+308F,U+308A
587,U+308F,U+308A,U+3055
588,U+308A,U+3055,U+3093
589,U+3055,U+3093,U+305B
590,U+3093,U+305B,U+3046
591,U+305B,U+3046,U+3092
592,U+3075,U+308A,U+304B
593,U+308A,U+304B,U+3051
594,U+304B,U+3051,U+3066
595,U+306E,U+3068,U+304D
596,U+3068,U+3044,U+3075
597,U+3044,U+3075,U+3066
598,U+3068,U+3044,U+3075
599,U+3044,U+3075,U+306F
600,U+304B,U+308F,U+3089
601,U+308F,U+3089,U+3051
602,U+3089,U+3051,U+306B
603,U+3092,U+304B,U+3044
604,U+306B,U+3057,U+3066
605,U+306A,U+308A,U+3068
606,U+308A,U+3068,U+3082
607,U+3059,U+308A,U+3066
608,U+306D,U+306E,U+3059
609,U+306E,U+3059,U+3044
610,U+3059,U+3044,U+306E
611,U+3044,U+306E,U+3046
612,U+306E,U+3046,U+306E
613,U+3078,U+306E,U+305B
614,U+304B,U+3044,U+306B
615,U+3044,U+306B,U+3066
616,U+304F,U+308C,U+306F
617,U+304A,U+3064,U+308B
618,U+3059,U+3053,U+3057
619,U+3053,U+3057,U+3044
620,U+3057,U+3044,U+308C
621,U+306B,U+3066,U+3053
622,U+3066,U+3053,U+306D
623,U+3053,U+306D,U+3059
624,U+306D,U+3059,U+3053
625,U+3059,U+3053,U+3057
626,U+3053,U+3057,U+304B
627,U+3057,U+304B,U+305F
628,U+304B,U+305F,U+3081
629,U+3068,U+307E,U+308B
630,U+307E,U+308B,U+3081
631,U+308B,U+3081,U+3066
632,U+3075,U+308A,U+304B
633,U+308A,U+304B,U+3051
634,U+304B,U+3051,U+3059
635,U+3051,U+3059,U+3053
636,U+3059,U+3053,U+3057
637,U+304A,U+3082,U+3066
638,U+3082,U+3066,U+3092
639,U+304B,U+3051,U+3066
640,U+3051,U+3066,U+3084
641,U+3066,U+3084,U+304D
642,U+3053,U+3057,U+304D
643,U+3057,U+304D,U+306B
644,U+3080,U+3059,U+3078
645,U+3059,U+3078,U+3057
646,U+3084,U+3046,U+306F
647,U+306A,U+308C,U+306F
648,U+3053,U+304F,U+305B
649,U+304F,U+305B,U+3046
650,U+3059,U+3078,U+3057
651,U+306E,U+3082,U+306E
652,U+304D,U+3093,U+306B
653,U+3093,U+306B,U+3057
654,U+306B,U+3057,U+3066
655,U+3059,U+3053,U+3057
656,U+306B,U+3066,U+306D
657,U+3066,U+306D,U+308A
658,U+306D,U+308A,U+3066
659,U+3084,U+3046,U+306F
660,U+3053,U+3093,U+306E
661,U+3093,U+306E,U+305B
662,U+306E,U+305B,U+3093
663,U+306E,U+305B,U+3093
664,U+308A,U+304B,U+3092
665,U+308F,U+308A,U+3053
666,U+308A,U+3053,U+305B
667,U+3053,U+305B,U+3046
668,U+306B,U+3066,U+3082
669,U+3066,U+3082,U+3088
670,U+3082,U+3088,U+3057
671,U+304B,U+304F,U+306E
672,U+304B,U+3057,U+308F
673,U+3057,U+308F,U+304B
674,U+3057,U+307F,U+305D
675,U+307F,U+305D,U+3092
676,U+305D,U+3092,U+3068
677,U+3092,U+3068,U+304F
678,U+3068,U+304F,U+3068
679,U+304F,U+3068,U+3075
680,U+3068,U+3075,U+304D
681,U+3092,U+3055,U+308A
682,U+3055,U+308A,U+3066
683,U+306B,U+3055,U+3057
684,U+3055,U+3057,U+3059
685,U+3057,U+3059,U+3053
686,U+3059,U+3053,U+3057
687,U+3092,U+306C,U+308A
688,U+306C,U+308A,U+3066
689,U+307F,U+305D,U+304B
690,U+305D,U+304B,U+308F
691,U+304B,U+308F,U+3055
692,U+307F,U+305D,U+304B
693,U+306B,U+3055,U+3057
694,U+3055,U+3057,U+304B
695,U+3057,U+304B,U+3078
696,U+3059,U+3078,U+3057
697,U+3055,U+304B,U+306A
698,U+304B,U+306A,U+306B
699,U+3059,U+3053,U+3057
700,U+306B,U+3055,U+3057
701,U+307F,U+305D,U+3092
702,U+3048,U+3057,U+308C
703,U+3092,U+3075,U+308A
704,U+3075,U+308A,U+304B
705,U+308A,U+304B,U+3051
706,U+304B,U+3051,U+3066
707,U+3051,U+3066,U+3082
708,U+3066,U+3082,U+3088
709,U+3082,U+3088,U+308D
710,U+3088,U+308D,U+3057
711,U+306E,U+3068,U+308D
712,U+3068,U+308D,U+308D
713,U+3092,U+3068,U+308A
714,U+304B,U+308A,U+3092
715,U+308A,U+3092,U+3059
716,U+3092,U+3059,U+3053
717,U+3059,U+3053,U+3057
718,U+306B,U+3057,U+3066
719,U+3092,U+3059,U+3053
720,U+3059,U+3053,U+3057
721,U+3053,U+3057,U+3084
722,U+3057,U+3084,U+304D
723,U+3064,U+3051,U+3084
724,U+3051,U+3084,U+304D
725,U+3055,U+306C,U+3084
726,U+306C,U+3084,U+3046
727,U+3084,U+3046,U+306B
728,U+3092,U+3080,U+3057
729,U+3080,U+3057,U+308A
730,U+3057,U+308A,U+3066
731,U+3059,U+308B,U+306B
732,U+308B,U+306B,U+3042
733,U+306B,U+3042,U+304D
734,U+3042,U+304D,U+306A
735,U+304D,U+306A,U+3057
736,U+306B,U+3059,U+3053
737,U+3059,U+3053,U+3057
738,U+307F,U+305D,U+3092
739,U+3059,U+308A,U+3057
740,U+3078,U+3059,U+3053
741,U+3059,U+3053,U+3057
742,U+3059,U+308B,U+306B
743,U+308B,U+306B,U+3042
744,U+306B,U+3042,U+304D
745,U+306F,U+3061,U+3093
746,U+3061,U+3093,U+3072
747,U+3093,U+3072,U+304B
748,U+306E,U+3059,U+308A
749,U+307E,U+3055,U+3093
750,U+3055,U+3093,U+305B
751,U+3093,U+305B,U+3046
752,U+306B,U+3093,U+306B
753,U+3093,U+306B,U+304F
754,U+306B,U+304F,U+306E
755,U+304F,U+306E,U+3053
756,U+306E,U+3053,U+307E
757,U+306F,U+3059,U+3044
758,U+3059,U+3044,U+3075
759,U+3044,U+3075,U+3093
760,U+3092,U+304B,U+3093
761,U+304B,U+3093,U+3057
762,U+3093,U+3057,U+3066
763,U+3068,U+308D,U+308D
764,U+3082,U+3088,U+308D
765,U+3088,U+308D,U+3057
766,U+308D,U+3057,U+304D
767,U+3057,U+304D,U+3082
768,U+304D,U+3082,U+306E
769,U+3082,U+306E,U+306A
770,U+306E,U+306A,U+308A
771,U+306E,U+306F,U+3093
772,U+308A,U+3066,U+3059
773,U+3066,U+3059,U+308A
774,U+3057,U+3084,U+3046
775,U+3084,U+3046,U+3086
776,U+3066,U+3055,U+3066
777,U+3092,U+3059,U+3053
778,U+3059,U+3053,U+3057
779,U+3057,U+3092,U+3044
780,U+3092,U+3044,U+308C
781,U+3044,U+308C,U+3066
782,U+3072,U+3081,U+306E
783,U+3081,U+306E,U+308A
784,U+306E,U+308A,U+306E
785,U+308A,U+306E,U+3059
786,U+306E,U+3059,U+3053
787,U+3059,U+3053,U+3057
788,U+3053,U+3057,U+3084
789,U+3057,U+3084,U+308F
790,U+3084,U+308F,U+3089
791,U+308F,U+3089,U+304B
792,U+3089,U+304B,U+306B
793,U+304B,U+306B,U+3059
794,U+306B,U+3059,U+308A
795,U+3059,U+308A,U+3066
796,U+3059,U+308A,U+306E
797,U+308F,U+3093,U+306B
798,U+3080,U+3057,U+3066
799,U+304B,U+3078,U+3066
800,U+3042,U+3093,U+304B
801,U+304B,U+3055,U+3093
802,U+307F,U+305D,U+306B
803,U+305D,U+306B,U+306F
804,U+306B,U+306F,U+3059
805,U+306F,U+3059,U+3053
806,U+3059,U+3053,U+3057
807,U+3053,U+3057,U+3057
808,U+3057,U+3057,U+3084
809,U+3057,U+3084,U+3046
810,U+3084,U+3046,U+3086
811,U+3046,U+3086,U+306B
812,U+3066,U+304B,U+3051
813,U+304B,U+3051,U+3044
814,U+3057,U+3066,U+3088
815,U+3066,U+3088,U+3057
816,U+306B,U+3082,U+3088
817,U+3082,U+3088,U+308D
818,U+3088,U+308D,U+3057
819,U+306B,U+3066,U+3082
820,U+306B,U+3066,U+3082
821,U+3068,U+3057,U+3084
822,U+3057,U+3084,U+3046
