ID,Unicode
1986,U+3044
2021,U+3080
2049,U+3044
2052,U+3046
2056,U+3044
2062,U+3048
2078,U+308D
2099,U+3086
2110,U+3046
2112,U+3081
2114,U+3042
2135,U+3046
2145,U+305D
2146,U+3042
2178,U+3046
2180,U+3046
2196,U+3044
2197,U+3046
2201,U+305D
2209,U+305B
2225,U+3044
2226,U+305F
2244,U+3046
2248,U+3046
2258,U+3046
2269,U+3046
2272,U+3044
2277,U+305F
2282,U+3080
2295,U+3082
2321,U+3046
2332,U+304A
2346,U+3057
2351,U+3046
2359,U+307E
2361,U+3046
2362,U+306E
2363,U+3081
2372,U+3081
2417,U+3046
2420,U+3044
2421,U+304A
2440,U+305B
2441,U+308A
2445,U+3080
2447,U+3044
2452,U+304A
2466,U+305D
2467,U+306D
2468,U+3046
2469,U+3089
2470,U+3080
2476,U+3093
2480,U+3046
2487,U+3046
2498,U+3044
2508,U+3044
2514,U+3066
2527,U+308B
2534,U+304A
2535,U+3046
2556,U+3046
2557,U+3042
2561,U+3044
2569,U+3046
2594,U+3048
2596,U+3068
2597,U+306F
2637,U+306F
2712,U+3042
2758,U+3046
2773,U+304B
2789,U+305F
2791,U+3044
2808,U+307E
2818,U+3046
2819,U+305F
2826,U+307E
2850,U+305D
2852,U+3081
2953,U+307E
2988,U+3042
2999,U+3042
3000,U+3078
3026,U+3044
3055,U+308A
3069,U+306C
3080,U+3046
3083,U+3092
3094,U+3046
3138,U+306C
3140,U+3044
3151,U+3092
3183,U+304D
3195,U+3082
3199,U+3086
3233,U+3086
3248,U+3042
3260,U+308C
3269,U+304B
3270,U+3051
3294,U+305B
3334,U+306F
3345,U+308A
3355,U+3046
3364,U+3046
3389,U+3046
3394,U+3051
3409,U+3044
3428,U+3044
3464,U+3046
3479,U+304A
3490,U+3044
3504,U+307E
3506,U+3046
3518,U+3044
3529,U+308A
3539,U+3092
3554,U+3046
3560,U+306F
3582,U+3066
3625,U+308F
3638,U+3088
3656,U+307F
3661,U+3068
3707,U+3059
3713,U+306B
3720,U+3048
3735,U+308D
3758,U+3092
3770,U+306C
3772,U+3046
3784,U+3042
3805,U+3092
3809,U+3042
3835,U+3059
3837,U+3075
3848,U+308D
3855,U+3082
3865,U+3093
3882,U+3046
3894,U+3057
3910,U+304B
3934,U+3042
3940,U+3055
3963,U+3044
4005,U+3046
4011,U+3066
4033,U+3042
4040,U+3044
4057,U+304F
4059,U+3046
4099,U+3092
4132,U+306B
4152,U+3046
4164,U+3055
4172,U+3042
4193,U+3044
4194,U+308C
4246,U+3046
4265,U+3046
4305,U+3044
4312,U+307B
4329,U+3089
4381,U+3088
4392,U+308C
4467,U+308B
4471,U+304B
4473,U+305D
4479,U+3046
4505,U+306D
4561,U+3044
4563,U+3046
4571,U+3053
4597,U+3044
4632,U+3078
4664,U+3042
4665,U+3068
4676,U+3044
4678,U+3044
4685,U+3092
4703,U+3078
4713,U+306B
4721,U+3066
4727,U+3061
4732,U+306B
4756,U+3042
4770,U+308B
4775,U+3046
4820,U+3046
4828,U+3046
4849,U+3075
4852,U+3042
4856,U+3088
4867,U+3042
4873,U+3046
4908,U+3044
4930,U+3078
4939,U+3078
4953,U+3044
4959,U+3046
4992,U+3081
5024,U+304B
5026,U+3059
5032,U+3046
5036,U+304F
5054,U+3042
5068,U+3066
5074,U+3042
5089,U+306E
5094,U+3048
5133,U+3044
5147,U+307F
5157,U+3068
5188,U+3044
5190,U+3046
5222,U+3068
5235,U+3048
5243,U+307F
5261,U+3044
5281,U+3048
5288,U+3053
5320,U+3044
5322,U+3042
5324,U+306F
5329,U+306E
5335,U+3080
5341,U+307E
5342,U+3042
5376,U+3044
5387,U+304A
5404,U+3088
5407,U+3046
5431,U+304B
5441,U+3093
5444,U+3057
5455,U+3084
5456,U+3046
5475,U+308C
5480,U+3057
5534,U+306B
5541,U+307F
5556,U+3046
5592,U+3082
5626,U+3057
5628,U+3046
5659,U+308C
5684,U+3075
5686,U+3082
5701,U+3042
5709,U+3046
5718,U+3046
5722,U+3084
5731,U+3080
5736,U+3046
5759,U+3059
5792,U+306E
5817,U+305F
5867,U+3044
5869,U+3046
5879,U+3057
5909,U+307F
5913,U+3046
5955,U+308F
5965,U+3044
5985,U+3082
6014,U+304F
6020,U+306B
6047,U+3042
6062,U+3053
6063,U+308C
6074,U+306C
6090,U+3042
6122,U+3042
6129,U+3044
6147,U+3044
6164,U+3044
6199,U+3046
6208,U+3042
6222,U+3064
6225,U+306D
6240,U+3046
6279,U+306C
6282,U+3053
6295,U+307F
6314,U+3066
6331,U+3046
6350,U+3042
6377,U+3044
6397,U+306C
6435,U+3044
6440,U+3042
6454,U+304A
6470,U+3046
6483,U+3042
6506,U+3044
6508,U+3046
6530,U+3044
6531,U+3042
6532,U+3093
6556,U+3053
6562,U+3042
6570,U+305B
6603,U+3084
6641,U+308B
6645,U+308A
6661,U+3092
6691,U+306F
6697,U+306F
6708,U+308C
6723,U+3068
6736,U+306B
6750,U+306F
6773,U+3088
6781,U+306F
6798,U+3044
6823,U+3046
6845,U+3064
6855,U+308F
6864,U+3080
6904,U+306E
6924,U+306C
6929,U+3046
6941,U+3081
6972,U+3078
6977,U+3046
6991,U+3042
7017,U+3078
7028,U+305B
7056,U+3044
7058,U+304D
7085,U+3080
7091,U+3080
7120,U+3092
7122,U+306D
7155,U+3068
7172,U+3044
7175,U+3046
7191,U+306C
7249,U+306B
7268,U+308A
7281,U+3046
7299,U+305B
7313,U+3042
7332,U+3042
7334,U+306B
7338,U+3044
7344,U+3057
7349,U+3042
7376,U+3042
7381,U+307B
7418,U+3046
7447,U+306E
7459,U+3042
7493,U+3042
7534,U+304A
7537,U+3042
7540,U+3044
7547,U+304F
7548,U+304B
7567,U+308F
7612,U+3072
7613,U+304D
7617,U+3044
7649,U+3068
7662,U+3046
7759,U+3044
7772,U+3046
7828,U+3092
7848,U+308B
7850,U+304D
7862,U+3044
7864,U+3078
7888,U+3044
7903,U+3042
7904,U+308A
7907,U+3059
7919,U+306F
7970,U+3042
7991,U+3042
7992,U+3042
8089,U+306B
8118,U+306D
8125,U+3042
8149,U+3044
8152,U+306B
8156,U+304B
8179,U+307B
8184,U+304D
8196,U+3059
8221,U+3092
8229,U+3088
8232,U+306F
8234,U+3084
8297,U+3042
8331,U+3059
8386,U+306E
8446,U+3059
8448,U+3066
8456,U+3048
8458,U+308C
8504,U+3092
8531,U+3046
8556,U+3044
8564,U+308F
8578,U+3082
8609,U+3093
8636,U+3044
8660,U+3044
8675,U+3059
8685,U+3046
8689,U+3046
8727,U+3046
8756,U+308C
8767,U+3046
8784,U+308B
8789,U+3044
8809,U+3080
8830,U+3084
8832,U+3075
8836,U+306A
8852,U+3044
8866,U+3042
8868,U+304F
8900,U+3093
8912,U+3068
8939,U+3046
8940,U+3061
8941,U+3042
8985,U+3068
8997,U+3046
9004,U+3046
9020,U+3053
9037,U+3084
9038,U+3046
9054,U+307B
9086,U+306C
9116,U+3078
9122,U+3044
9124,U+3046
9138,U+3051
9141,U+3046
9144,U+306B
9146,U+3044
9169,U+3044
9215,U+3044
9256,U+3066
9266,U+306F
9286,U+3046
9292,U+3057
9304,U+3044
9328,U+3044
9333,U+308D
9355,U+3044
9357,U+3046
9371,U+3044
9389,U+306E
9417,U+3053
9433,U+3092
9445,U+3068
9462,U+3044
9500,U+308A
9518,U+306B
9525,U+3059
9529,U+3046
9564,U+3042
9582,U+3080
9600,U+3044
9610,U+3046
9641,U+3042
9658,U+3042
9707,U+3046
9738,U+3092
9758,U+306C
9778,U+3044
9779,U+308C
9802,U+306E
9828,U+3059
9850,U+3044
9876,U+3044
9894,U+3044
9903,U+3046
9906,U+3057
9925,U+307E
9926,U+3092
9945,U+308F
9949,U+3044
9961,U+3042
9969,U+3046
9982,U+305F
9987,U+3042
9997,U+3042
10049,U+3044
10051,U+3046
10060,U+3046
10066,U+3078
10082,U+3044
10085,U+306E
10092,U+3046
10108,U+3048
10123,U+3042
10173,U+3046
10176,U+3075
10178,U+3072
10203,U+306E
10229,U+3057
10258,U+3046
10261,U+3051
10275,U+3042
10318,U+3092
10326,U+3042
10329,U+3046
10340,U+3042
10345,U+3042
10360,U+307E
10363,U+3044
10365,U+3046
10383,U+3046
10427,U+3044
10428,U+308C
10434,U+3042
10437,U+3044
10474,U+308B
10475,U+3068
10511,U+308F
10515,U+3046
10520,U+3046
10535,U+3057
10557,U+3042
10567,U+3046
10573,U+308A
10603,U+3046
10638,U+3042
10643,U+307B
10670,U+3046
10676,U+3044
10686,U+3046
10759,U+3046
10830,U+3042
10837,U+3046
10852,U+305B
10853,U+3046
10855,U+304B
10871,U+3042
10888,U+3042
10890,U+3044
10952,U+3046
10953,U+304B
10957,U+3044
10964,U+3053
10966,U+3044
10974,U+308A
10982,U+3084
10997,U+307F
11017,U+306C
11039,U+3051
11042,U+3088
11090,U+306F
11106,U+304D
11118,U+3044
11127,U+306B
11148,U+306F
11230,U+3072
11258,U+3066
11270,U+3078
11351,U+3042
11357,U+3042
11396,U+3082
11418,U+306A
11456,U+306A
11474,U+3046
11476,U+3044
11492,U+3042
11500,U+3044
11509,U+3057
11515,U+306F
11526,U+3072
11556,U+307F
11583,U+306B
11683,U+3042
11691,U+3046
11698,U+3044
11712,U+307B
11735,U+3072
11751,U+3042
11774,U+3081
11788,U+3089
11797,U+308F
11804,U+306F
11805,U+3044
11828,U+306A
11832,U+3057
11834,U+306C
11860,U+3042
11884,U+3053
11898,U+3081
11916,U+306C
11917,U+308A
11921,U+3057
11940,U+3092
11961,U+3046
11965,U+307E
12003,U+3044
12072,U+3044
12101,U+3072
12144,U+3055
12145,U+306D
12207,U+3080
12209,U+3057
12218,U+3046
12255,U+306C
12257,U+3046
12272,U+3042
12282,U+3066
12288,U+3046
12299,U+306C
12307,U+3044
12317,U+3044
12323,U+3044
12338,U+307B
12370,U+3042
12409,U+308F
12429,U+3057
12470,U+306B
12490,U+308C
12495,U+3057
12533,U+3053
12546,U+3057
12549,U+307E
12567,U+3044
12569,U+306F
12573,U+3072
12575,U+3044
12618,U+307F
12646,U+3092
12649,U+3044
12666,U+3068
12668,U+308A
12676,U+3080
12693,U+305D
12694,U+3072
12700,U+3046
12721,U+3092
12742,U+306C
12771,U+3044
12772,U+308C
12776,U+3086
12816,U+3044
12855,U+306A
12876,U+3089
12881,U+3042
12889,U+3084
12890,U+3046
12933,U+305B
12940,U+3042
12956,U+3046
12985,U+3044
12986,U+3048
13013,U+3046
13033,U+304D
13058,U+3064
13059,U+3046
13061,U+3042
13088,U+304A
13090,U+3044
13096,U+3046
13097,U+308A
13121,U+306D
13164,U+3042
13177,U+3066
13265,U+3042
13286,U+3048
13305,U+306C
13311,U+3044
13315,U+3046
13368,U+3042
13401,U+3046
13438,U+3042
13448,U+307F
13458,U+3042
13461,U+3057
13462,U+306E
13469,U+3088
13500,U+3044
13502,U+3057
13518,U+3046
13532,U+3046
13543,U+3089
13572,U+305F
13579,U+308A
13581,U+3080
13630,U+308D
13641,U+307E
13648,U+3044
13652,U+3044
13657,U+3092
13661,U+3042
13683,U+305F
13718,U+3055
13729,U+3044
13760,U+304A
13815,U+3044
13848,U+3046
13862,U+3046
13863,U+3092
13881,U+3046
13921,U+3092
13940,U+306C
13962,U+3046
13983,U+3046
13987,U+308B
14025,U+3066
14028,U+3092
14063,U+306C
14087,U+3084
14131,U+3046
14153,U+306C
14189,U+3042
14223,U+3075
14259,U+306E
14270,U+306B
14284,U+3068
14288,U+308A
14307,U+308C
14323,U+3061
14332,U+3044
14383,U+3042
14412,U+3046
14414,U+304F
14425,U+306D
14444,U+306D
14493,U+3059
14496,U+307B
14519,U+3064
14525,U+3042
14527,U+3089
14553,U+3042
14596,U+3046
14600,U+3044
14604,U+3066
14635,U+3044
14668,U+3044
14691,U+3046
14702,U+3042
14730,U+3088
14782,U+3046
14820,U+3046
14827,U+3075
14833,U+3042
14850,U+3048
14869,U+3057
14881,U+3066
14891,U+3046
14961,U+3046
14968,U+3042
14990,U+3088
15053,U+3044
15070,U+3042
15126,U+306F
15187,U+304B
15197,U+306E
15205,U+3044
15244,U+3053
15252,U+304B
15257,U+3046
15265,U+306C
15271,U+307F
15279,U+304F
15308,U+3092
15311,U+3072
15325,U+305D
15339,U+3057
15348,U+3042
15350,U+3044
15391,U+3044
15405,U+3082
15412,U+3082
15424,U+3044
15425,U+3046
15439,U+3089
15454,U+306A
15455,U+3059
15473,U+3042
15480,U+3044
15487,U+3044
15497,U+3046
15503,U+3044
15513,U+3084
15514,U+3046
15557,U+3082
15565,U+3042
15575,U+3057
15592,U+3044
15598,U+3042
15611,U+3044
15618,U+3042
15633,U+3046
15645,U+304D
15646,U+3042
15672,U+3046
15678,U+3044
15686,U+3042
15731,U+3072
15743,U+3044
15745,U+3046
15748,U+304F
15754,U+306A
15761,U+307F
15767,U+3046
15788,U+308B
15791,U+3064
15817,U+307F
15832,U+3055
15853,U+306F
15886,U+3059
15889,U+3042
15894,U+3042
15898,U+3046
15930,U+306A
15944,U+3044
15960,U+3057
16012,U+304F
16017,U+3075
16038,U+306B
16040,U+308B
16045,U+3042
16046,U+308C
16075,U+3042
16076,U+308B
16123,U+3046
16174,U+3059
16197,U+308B
16243,U+308B
16258,U+3042
16285,U+3042
16293,U+3042
16297,U+3082
16319,U+308B
16338,U+3044
16342,U+305B
16350,U+3046
16351,U+3042
16405,U+3042
16419,U+3055
16422,U+3042
16448,U+3075
16472,U+3086
16526,U+305B
16527,U+3046
16540,U+3072
16541,U+3042
16545,U+3044
16554,U+3059
16565,U+3051
16570,U+3044
16592,U+3044
16602,U+3046
16615,U+3042
16620,U+308C
16625,U+3075
16638,U+3044
16641,U+3046
16645,U+3081
16653,U+308C
16666,U+3042
16668,U+3042
16672,U+3089
16692,U+3044
16697,U+3044
16708,U+3046
16727,U+3044
16736,U+305B
16737,U+3046
16739,U+304D
16746,U+306D
16747,U+3044
16754,U+304F
16762,U+3042
16778,U+3046
16779,U+304B
16794,U+3044
16798,U+3046
16817,U+3051
16818,U+3042
16822,U+3046
16835,U+3042
16845,U+3042
16865,U+3046
16871,U+308F
16874,U+3046
16885,U+3042
16896,U+3046
16899,U+3046
16904,U+3046
16912,U+3046
16919,U+3042
16941,U+3046
16944,U+3053
16949,U+304F
16960,U+3042
16964,U+3046
16966,U+3042
16995,U+3042
17009,U+3042
17024,U+308B
17034,U+3042
17057,U+3042
17078,U+305D
17082,U+3068
17089,U+3042
17094,U+306C
17115,U+3042
17129,U+3042
17134,U+305D
17143,U+304B
17169,U+3042
17190,U+3046
17219,U+3042
17226,U+3051
17261,U+308A
17316,U+3046
17325,U+3072
17332,U+3044
17342,U+306E
17364,U+3089
17390,U+3042
17394,U+3082
17395,U+3042
17404,U+308F
17406,U+3044
17410,U+308A
17449,U+3042
17479,U+3059
17483,U+3078
17502,U+3080
17504,U+3044
17530,U+3042
17597,U+3042
17639,U+3042
17642,U+3044
17657,U+3044
17660,U+3061
17667,U+3042
17669,U+3078
17683,U+3042
17689,U+3044
17693,U+3068
17694,U+3044
17701,U+3082
17703,U+3066
17715,U+306B
17755,U+3046
17773,U+3046
17789,U+3046
17797,U+3042
17807,U+3046
17831,U+304D
17835,U+3046
17839,U+306F
17849,U+3042
17874,U+3044
17875,U+3078
17876,U+3068
17881,U+306E
17900,U+3042
17901,U+3044
17910,U+3042
17916,U+3081
17917,U+3072
17924,U+3044
17926,U+3086
17931,U+3044
17936,U+3042
17942,U+3042
17947,U+3044
17954,U+305B
17972,U+3042
17983,U+3042
17988,U+3042
17998,U+3042
18005,U+306A
18007,U+306F
18013,U+3068
18016,U+308B
18018,U+3046
18072,U+3044
18082,U+3044
18107,U+306E
18111,U+3042
18119,U+3081
18120,U+3046
18123,U+306A
18145,U+305D
18149,U+3093
18174,U+3046
18190,U+306A
18214,U+3042
18221,U+3080
18230,U+3051
18239,U+3044
18241,U+3089
18249,U+305D
18261,U+305D
18265,U+3082
18266,U+3042
18275,U+3044
18277,U+3042
18287,U+3044
18303,U+3061
18305,U+3042
18314,U+308C
18320,U+3057
18336,U+3044
18338,U+3088
18340,U+3044
18343,U+3046
18355,U+3044
18363,U+3042
18388,U+304B
18404,U+3061
18410,U+3068
18418,U+3082
18436,U+3046
18489,U+3072
18494,U+3055
18503,U+3044
18511,U+3046
18512,U+3081
18526,U+3044
18544,U+3072
18552,U+3042
18560,U+3044
18584,U+3042
18597,U+306F
18599,U+3044
18614,U+3046
18618,U+3044
18623,U+3042
18631,U+3059
18632,U+3044
18635,U+3046
18655,U+3082
18656,U+3042
18666,U+3075
18712,U+3086
18732,U+3044
18743,U+3078
18761,U+3042
18772,U+3046
18783,U+3046
18791,U+3046
18795,U+3046
18798,U+3080
18812,U+3042
18844,U+306F
18856,U+3051
18880,U+3046
18889,U+306F
18909,U+3042
18919,U+307B
18950,U+3042
18963,U+3044
18989,U+3044
19007,U+3046
19012,U+3046
19023,U+3042
19029,U+3046
19037,U+307B
19054,U+3072
19056,U+3046
19059,U+3046
19062,U+3089
19095,U+3044
19098,U+3046
19117,U+3046
19131,U+3042
19152,U+3044
19182,U+3072
19183,U+3046
19189,U+3093
19218,U+308A
19223,U+3044
19225,U+3042
19230,U+307F
19242,U+308A
19244,U+3046
19252,U+3046
19255,U+3082
19278,U+3042
19285,U+3044
19292,U+3078
19301,U+3044
19304,U+3053
19308,U+3061
19314,U+305F
19326,U+3042
19344,U+3042
19352,U+3042
19360,U+3080
19364,U+3068
19366,U+3042
19381,U+3078
19401,U+3042
19454,U+306B
19466,U+3044
19468,U+3068
19476,U+3042
19478,U+3068
19483,U+308B
19493,U+306C
19505,U+3042
19517,U+306A
19550,U+3068
19552,U+3042
19578,U+3088
19613,U+3044
19641,U+3042
19644,U+3042
19647,U+3042
19656,U+3084
19664,U+308A
19671,U+3042
19688,U+3042
19694,U+3042
19698,U+3042
19704,U+3042
19711,U+3042
19714,U+3082
19726,U+3081
19746,U+3044
19778,U+3084
19779,U+3046
19787,U+3042
19792,U+3042
19807,U+3042
19809,U+3059
19817,U+3042
19830,U+3042
19854,U+304D
19855,U+3044
19860,U+3044
19873,U+306A
19894,U+305B
19897,U+3093
19907,U+3080
19931,U+3051
19947,U+3075
19968,U+3044
19972,U+3044
19981,U+3042
19994,U+3046
19995,U+3075
19996,U+3046
20006,U+3044
20010,U+3057
20011,U+3046
20027,U+3086
20032,U+3044
20035,U+3044
20043,U+3086
20051,U+3084
20053,U+3044
20064,U+3044
20066,U+3046
20070,U+3059
20073,U+3081
20074,U+3051
20109,U+3051
20133,U+307E
20140,U+3075
20143,U+3044
20145,U+304F
20171,U+3044
20183,U+3044
20208,U+3044
20225,U+3044
20236,U+3044
20240,U+3044
20265,U+3042
20267,U+3044
20268,U+308D
20269,U+3044
20272,U+3044
20277,U+3081
20278,U+3042
20279,U+3078
20284,U+3044
20285,U+3042
20287,U+3082
20295,U+3046
20298,U+3044
20299,U+308D
20303,U+306D
20304,U+3042
20331,U+3044
20358,U+3044
20367,U+307E
20368,U+3042
20391,U+304D
20397,U+3044
20435,U+3046
20440,U+3046
20448,U+3057
20456,U+3044
20457,U+308A
20464,U+304D
20488,U+3084
20493,U+3044
20507,U+3044
20511,U+3042
20518,U+3082
20520,U+3044
20534,U+3082
20543,U+3046
20545,U+3044
20558,U+3088
20578,U+3044
20585,U+3042
20617,U+3042
20621,U+3044
20652,U+3092
20672,U+3044
20677,U+3044
20682,U+3044
20694,U+3042
20702,U+3044
20708,U+307F
20728,U+3044
20747,U+306E
20759,U+3044
20760,U+3044
20772,U+3042
20774,U+3042
20780,U+307F
20782,U+3044
20785,U+3044
20790,U+3055
20794,U+307E
20797,U+3044
20835,U+3044
20871,U+307E
20873,U+306A
20887,U+3055
20888,U+3042
20893,U+308C
20903,U+3081
20910,U+3044
20940,U+304D
20963,U+307F
20965,U+308D
20997,U+304F
21010,U+3088
21013,U+308B
21029,U+3042
21032,U+3044
21035,U+3055
21036,U+3042
21045,U+305F
21098,U+3080
21108,U+3042
21112,U+3044
21115,U+3044
21137,U+3042
21155,U+3042
21158,U+3044
21187,U+3042
21190,U+3046
21192,U+3089
21198,U+3042
21199,U+3078
21203,U+3080
21206,U+3042
21212,U+3042
21222,U+3044
21225,U+3055
21233,U+3042
21238,U+3042
21246,U+3080
21258,U+3055
21263,U+3042
21279,U+3042
21285,U+3044
21287,U+3042
21292,U+3042
21306,U+3042
21310,U+3055
21316,U+3042
21331,U+3042
21337,U+3042
21354,U+3044
21361,U+3084
21363,U+308A
21364,U+3044
21389,U+3042
21394,U+3042
21411,U+3042
21415,U+3044
21423,U+307F
21425,U+3046
21435,U+3042
21443,U+3042
21451,U+3044
21465,U+3042
21472,U+3059
21480,U+3044
21481,U+3044
21485,U+306A
21492,U+3044
21506,U+306A
21542,U+3046
21558,U+306F
21560,U+3084
21580,U+307E
21589,U+3044
21595,U+3044
21599,U+306A
21619,U+3042
21622,U+3042
21632,U+3059
21652,U+307E
21661,U+3057
21662,U+306A
21696,U+305B
21697,U+3046
21704,U+3044
21721,U+3044
21724,U+3044
21731,U+3053
21734,U+3046
21737,U+308C
21745,U+3044
21748,U+307F
21760,U+308F
21763,U+3044
21768,U+3044
21774,U+3084
21777,U+3044
21779,U+3086
21782,U+3044
21820,U+3061
21821,U+304B
21825,U+3044
21838,U+3046
21851,U+3044
21852,U+308D
21864,U+3044
21867,U+308D
21880,U+3046
21893,U+3044
21907,U+3042
21934,U+3046
21940,U+3046
21954,U+308D
22000,U+3046
22009,U+3044
22027,U+3044
22029,U+3084
22046,U+3044
22055,U+3042
22060,U+3084
22072,U+307E
22083,U+3084
22086,U+3044
22088,U+3061
22111,U+3042
22122,U+3046
22133,U+3044
22155,U+3042
22159,U+3044
22176,U+3044
22181,U+3075
22182,U+3042
22206,U+305F
22222,U+3046
22227,U+3046
22243,U+304D
22245,U+308D
22266,U+3061
22276,U+3046
22278,U+3044
22286,U+3042
22287,U+3078
22291,U+3055
22300,U+306F
22312,U+3057
22338,U+3055
22342,U+3046
22344,U+307E
22349,U+3042
22359,U+3044
22360,U+308D
22363,U+307B
22364,U+3042
22374,U+3042
22383,U+3042
22388,U+3042
22389,U+3078
22391,U+3042
22402,U+3044
22422,U+3046
22430,U+3042
22436,U+3061
22438,U+307E
22451,U+3042
22455,U+3042
22459,U+3042
22463,U+3044
22488,U+3042
22502,U+3044
22503,U+3042
22509,U+3042
22513,U+3042
22529,U+3042
22543,U+3042
22549,U+3044
22553,U+3042
22558,U+3046
22572,U+306E
22581,U+304B
22594,U+3042
22597,U+3046
22614,U+307B
22624,U+3042
22635,U+3044
22639,U+3042
22648,U+3042
22653,U+307F
22656,U+3046
22660,U+3042
22671,U+305D
22673,U+3044
22683,U+3042
22685,U+3059
22686,U+3042
22689,U+307E
22694,U+3042
22717,U+304B
22720,U+3042
22723,U+3046
22744,U+3042
22767,U+3046
22793,U+3044
22795,U+3061
22799,U+3068
22801,U+308D
22810,U+3046
22812,U+3093
22814,U+3044
22818,U+3044
22819,U+3068
22825,U+3084
22828,U+3061
22838,U+3042
22861,U+307F
22890,U+3044
22895,U+304D
22902,U+3042
22905,U+306C
22907,U+308F
22909,U+3044
22927,U+308F
22941,U+3051
22943,U+3084
22960,U+3044
22964,U+3082
22972,U+3042
22983,U+3044
22984,U+3042
22999,U+3046
23010,U+305F
23017,U+305F
23031,U+307B
23068,U+3053
23074,U+3042
23078,U+3042
23083,U+3042
23090,U+3042
23097,U+3042
23134,U+3042
23147,U+3042
23149,U+3042
23192,U+3046
23197,U+3046
23204,U+3042
23241,U+308D
23257,U+3078
23271,U+3093
23274,U+3059
23281,U+3042
23294,U+3092
23298,U+3048
23300,U+3084
23337,U+308A
23364,U+3042
23374,U+3044
23394,U+3046
23399,U+3046
23401,U+3044
23430,U+3044
23441,U+3046
23443,U+3044
23449,U+3057
23481,U+3055
23489,U+3093
23491,U+3044
23507,U+3044
23519,U+3046
23528,U+3044
23535,U+3093
23537,U+3044
23538,U+3042
23540,U+305B
23548,U+3044
23585,U+3046
23594,U+3046
23604,U+3044
23651,U+3044
23657,U+3046
23666,U+3046
23669,U+3042
23692,U+3044
23694,U+3082
23695,U+307F
23734,U+3042
23752,U+3044
23784,U+3048
23795,U+3046
23803,U+3044
23810,U+3044
23878,U+305D
23885,U+305F
23887,U+3046
23900,U+3046
23914,U+3048
23917,U+3051
23920,U+3042
23924,U+306B
23959,U+3042
23968,U+3068
23979,U+3042
23987,U+3064
23992,U+3059
24002,U+3046
24012,U+3046
24014,U+3042
24015,U+308F
24024,U+3044
24026,U+3044
24029,U+3044
24039,U+3046
24063,U+3072
24072,U+3046
24093,U+3048
