ID,Image,X,Y,Width,Height
11643,200021712-00061_1,1715,1786,51,130
11673,200021712-00061_1,925,1577,64,100
12166,200021712-00063_2,544,1047,67,139
12207,200021712-00064_1,1659,2906,91,111
12606,200021712-00066_1,569,1223,70,98
12623,200021712-00066_1,367,2680,58,89
13172,200021712-00069_1,1311,1850,26,163
13176,200021712-00069_2,1159,1906,70,89
13290,200021712-00070_1,569,2886,43,129
13483,200021712-00071_2,1904,1599,82,79
13573,200021712-00072_1,1747,3348,73,102
13939,200021712-00074_1,1491,1422,101,106
13973,200021712-00074_1,1135,3332,71,114
14142,200021712-00075_1,1453,2779,94,123
14730,200021712-00078_1,762,1095,56,96
14850,200021712-00078_2,573,1114,79,98
15426,200021712-00082_2,1788,1975,57,77
16287,200021763-00014_2,1579,3810,61,127
16437,200021763-00016_1,85,1252,80,79
16491,200021763-00017_1,2042,1461,108,120
16513,200021763-00017_1,812,3251,72,143
16680,200021763-00019_1,1676,3863,180,115
16800,200021763-00020_1,148,2776,63,113
17252,200021763-00024_1,1069,3296,105,177
17551,200021763-00027_2,841,3397,91,101
17654,200021763-00031_2,1381,2776,116,131
18018,200021763-00033_2,520,772,33,133
18539,200021763-00037_1,341,3411,88,120
18919,200021763-00039_2,2515,1258,103,189
19915,200021763-00047_2,237,2895,67,143
20174,200021802-00004_2,1414,1397,119,170
20427,200021802-00005_2,867,1119,43,139
20620,200021802-00006_2,1577,1481,175,135
20873,200021802-00007_2,1434,1122,75,89
21256,200021802-00009_1,395,1186,115,144
21267,200021802-00009_1,179,3092,146,130
21700,200021802-00011_1,300,2115,149,170
21764,200021802-00011_2,1326,2456,44,124
21891,200021802-00012_1,91,2027,172,107
21944,200021802-00012_2,1679,1342,151,152
22288,200021802-00014_2,1569,1959,64,131
22367,200021802-00015_1,2032,3586,95,65
22436,200021802-00015_2,2744,3476,74,145
22744,200021802-00016_2,636,2275,117,95
22795,200021802-00017_1,1964,2158,78,194
22985,200021802-00018_1,2107,3694,167,106
23740,200021802-00020_2,481,2577,137,148
23960,200021802-00021_2,1963,1255,58,90
24120,200021802-00022_1,1701,3846,130,154
24543,200021802-00023_2,2114,2176,102,142
24630,200021802-00024_1,2304,1708,134,130
24684,200021802-00024_1,1690,2468,109,122
24715,200021802-00024_1,1272,3798,118,121
24788,200021802-00024_2,2513,1585,132,145
24914,200021802-00024_2,717,3892,57,61
25178,200021802-00025_2,939,1700,61,156
25799,200021802-00027_2,959,2890,50,72
26007,200021802-00028_2,2786,3787,38,121
26076,200021802-00028_2,1720,1495,112,103
26426,200021802-00030_1,2274,3119,140,148
26512,200021802-00030_1,1055,3967,136,114
26597,200021802-00030_2,2576,2324,98,126
26739,200021802-00031_1,1530,2383,60,153
27368,200021802-00033_1,1058,2325,102,170
27396,200021802-00033_1,671,1772,83,151
27679,200021802-00034_1,890,2199,128,173
27767,200021802-00034_2,2156,2840,122,164
28158,200021802-00035_2,575,1106,40,188
28202,200021802-00036_1,1581,1377,79,159
28291,200021802-00036_1,343,2803,94,107
28387,200021802-00036_2,1701,3529,121,46
28500,200021802-00037_1,2019,2190,60,83
28556,200021802-00037_1,1206,1100,64,152
28615,200021802-00037_2,2786,3589,60,153
28770,200021802-00038_1,2404,2617,118,190
29375,200021802-00040_1,2237,2679,54,144
29645,200021802-00040_2,445,3287,167,146
29747,200021802-00041_1,778,2382,34,152
29823,200021802-00041_2,2561,2613,50,92
30010,200021802-00042_1,1153,3974,93,81
30092,200021802-00042_2,2563,1609,96,170
30134,200021802-00042_2,1740,2929,105,122
30319,200021802-00043_1,144,2553,138,144
30482,200021802-00043_2,669,3694,132,114
30806,200021802-00044_2,564,2515,49,105
30921,200021802-00045_1,1014,3921,64,130
31124,200021802-00045_2,656,2765,154,155
31341,200021802-00046_2,1783,2408,61,126
31379,200021802-00046_2,1115,2641,136,179
31499,200021802-00047_1,1168,2059,138,118
31768,200021802-00048_1,1194,1700,57,136
31818,200021802-00048_1,585,3007,78,155
31865,200021802-00048_2,2499,2437,144,129
32059,200021802-00049_1,393,1284,101,159
32091,200021802-00049_2,2360,3329,136,138
32215,200021802-00049_2,733,3595,86,144
32301,200021802-00050_1,1433,2531,43,165
32334,200021802-00050_1,1053,2993,25,220
32377,200021802-00050_1,346,3904,119,55
32533,200021802-00050_2,679,1607,154,137
32950,200021802-00052_2,2616,2376,28,233
32960,200021802-00052_2,2304,2016,140,145
33006,200021802-00052_2,1739,2264,68,98
33088,200021802-00053_1,2247,2574,134,157
33135,200021802-00053_1,1608,2622,152,153
33341,200021802-00053_2,631,2359,161,184
33624,200021802-00054_2,473,3326,22,221
33797,200021802-00055_2,2272,3150,49,87
34181,200021853-00006_2,1098,2044,60,57
34225,200021853-00007_1,317,1044,40,49
34346,200021853-00008_1,528,819,40,64
34814,200021853-00011_1,440,1877,67,51
35216,200021853-00014_2,737,772,73,80
35501,200021853-00016_1,1139,2118,80,71
35573,200021853-00016_2,549,663,51,97
35686,200021853-00017_1,1191,1730,51,59
35756,200021853-00017_1,328,2099,88,81
35784,200021853-00017_2,857,977,49,92
36045,200021853-00018_2,476,2039,65,91
36084,200021853-00018_2,104,876,44,77
36085,200021853-00018_2,124,954,24,141
36238,200021853-00019_2,463,2242,63,87
36638,200021853-00023_1,920,1229,44,75
36732,200021853-00023_2,536,1411,69,60
36751,200021853-00023_2,324,2183,45,95
37125,200021853-00026_1,243,1150,61,68
37234,200021853-00026_2,890,2348,55,84
37334,200021853-00027_2,1010,674,35,128
37462,200021853-00028_1,733,1195,48,96
38089,200021853-00031_2,591,1911,43,75
38155,200021853-00032_2,815,686,72,95
38162,200021853-00032_2,1068,1977,89,61
38178,200021853-00032_2,299,543,36,72
38208,200021853-00033_1,1006,1527,69,73
38428,200021853-00034_2,1094,752,127,60
38607,200021853-00035_2,1081,345,80,84
39005,200021853-00037_1,593,945,35,89
39780,200021869-00006_1,1029,448,125,100
39894,200021869-00006_2,447,1109,129,80
40037,200021869-00007_2,555,868,43,168
40182,200021869-00008_2,1928,528,61,125
40563,200021869-00011_1,791,244,96,189
40635,200021869-00012_1,1675,802,103,139
40680,200021869-00012_1,909,1474,172,87
40797,200021869-00013_1,1442,733,96,131
40885,200021869-00013_2,1132,756,35,120
40886,200021869-00013_2,1131,861,57,71
40909,200021869-00013_2,745,938,83,124
41127,200021925-00004_1,1361,1156,77,104
41495,200021925-00011_1,659,1633,64,72
42020,200021925-00016_2,2393,783,67,63
42581,200021925-00023_2,1661,363,59,57
42679,200022050-00001,311,540,301,432
42680,200022050-00001,244,956,451,263
42727,200022050-00002_2,1797,1657,93,112
43192,200022050-00004_2,727,2118,115,109
43273,200022050-00004_2,157,767,61,135
43607,200022050-00005_1,321,2237,109,107
43670,200022050-00005_2,2102,2887,93,92
43680,200022050-00005_2,1938,1463,83,96
43692,200022050-00005_2,1950,2906,87,88
44645,200022050-00006_2,140,1593,91,91
44710,200022050-00007_1,2130,3095,128,83
44729,200022050-00007_1,2028,2324,84,91
44879,200022050-00007_1,1161,1208,51,69
44972,200022050-00007_1,617,918,29,88
45513,200022050-00009_1,1339,3258,88,104
45888,200022050-00009_2,881,2417,88,107
45897,200022050-00009_2,745,616,40,68
46343,200022050-00010_2,2208,615,57,97
46985,200022050-00011_1,368,973,93,88
47049,200022050-00011_2,2244,2676,41,83
47166,200022050-00011_2,1346,807,107,131
47448,200022050-00012_1,1792,1894,43,84
47491,200022050-00012_1,1606,2977,101,75
47795,200022050-00012_2,2184,1157,91,69
47848,200022050-00012_2,1892,2345,88,61
48013,200022050-00012_2,857,3240,123,107
48078,200022050-00012_2,408,2141,112,85
48306,200022050-00013_1,1057,547,72,120
48559,200022050-00013_2,1489,1130,49,132
48913,200022050-00014_1,1306,1808,101,76
49300,200022050-00014_2,832,3232,75,99
