ID,Image,X,Y,Width,Height
1621,200021637-00012_1,561,1992,41,93
1644,200021637-00012_2,952,389,59,45
1674,200021637-00012_2,256,256,29,55
1687,200021637-00012_2,1028,1069,67,59
1698,200021637-00012_2,1116,2467,63,73
1716,200021637-00012_2,612,2461,69,43
1724,200021637-00013_1,1289,277,32,77
1735,200021637-00013_1,380,343,36,61
1739,200021637-00013_1,227,321,52,40
1745,200021637-00013_1,1286,1005,31,61
1748,200021637-00013_1,1102,799,36,83
1777,200021637-00013_1,383,2064,84,73
1779,200021637-00013_1,251,2061,52,63
1784,200021637-00013_1,477,2309,32,80
1787,200021637-00013_1,208,2517,55,68
1795,200021637-00013_2,1328,611,75,60
1797,200021637-00013_2,1204,391,57,107
1800,200021637-00013_2,1125,568,49,101
1803,200021637-00013_2,996,331,57,45
1855,200021637-00013_2,312,1519,73,121
1859,200021637-00013_2,574,1836,47,83
1862,200021637-00013_2,389,1784,59,56
1871,200021637-00014_1,1148,273,43,101
1874,200021637-00014_1,1015,555,60,137
1880,200021637-00014_1,551,351,28,85
1884,200021637-00014_1,333,287,52,71
1893,200021637-00014_1,1390,921,61,96
1912,200021637-00014_1,917,1546,59,65
1918,200021637-00014_1,1087,1740,57,99
1925,200021637-00014_1,1270,2343,48,123
1932,200021637-00014_1,172,971,55,45
1933,200021637-00014_1,164,1019,52,73
1938,200021637-00014_1,289,1735,71,81
1941,200021637-00014_1,293,1970,61,51
1945,200021637-00014_2,1296,493,60,96
1947,200021637-00014_2,1217,619,57,93
1961,200021637-00014_2,440,312,49,72
1965,200021637-00014_2,304,341,43,64
1983,200021637-00014_2,795,1168,65,87
1986,200021637-00014_2,652,1529,71,59
2021,200021637-00015_1,1558,799,63,68
2049,200021637-00015_1,411,1157,72,47
2052,200021637-00015_1,264,1084,53,113
2056,200021637-00015_1,532,1984,72,48
2062,200021637-00015_1,517,2487,79,113
2078,200021637-00015_2,1004,393,57,65
2099,200021637-00015_2,281,252,57,59
2110,200021637-00015_2,1069,1033,60,137
2112,200021637-00015_2,1140,1367,85,128
2114,200021637-00015_2,1322,1747,84,93
2135,200021637-00015_2,689,1691,56,108
2145,200021637-00015_2,699,2252,69,96
2146,200021637-00015_2,571,2404,57,92
2178,200021637-00016_1,849,1052,43,123
2180,200021637-00016_1,1001,1229,60,143
2196,200021637-00016_1,265,1028,64,73
2197,200021637-00016_1,128,810,59,119
2201,200021637-00016_1,524,1766,77,100
2209,200021637-00016_1,189,2350,69,68
2225,200021637-00016_2,415,281,48,45
2226,200021637-00016_2,417,325,41,45
2244,200021637-00016_2,1056,923,68,93
2248,200021637-00016_2,1240,1404,48,107
2258,200021637-00016_2,1176,2264,43,115
2269,200021637-00016_2,295,1032,53,127
2272,200021637-00016_2,540,1990,75,59
2277,200021637-00016_2,547,2341,60,132
2282,200021637-00017_1,1306,200,81,79
2295,200021637-00017_1,722,379,55,92
2321,200021637-00017_1,966,948,48,131
2332,200021637-00017_1,888,1284,67,61
2346,200021637-00017_1,533,1193,65,76
2351,200021637-00017_1,389,1445,60,89
2359,200021637-00017_1,436,1786,44,76
2361,200021637-00017_1,411,1988,59,120
2362,200021637-00017_1,260,2303,52,49
2363,200021637-00017_1,261,2346,53,75
2372,200021637-00017_2,1149,617,68,79
2417,200021637-00017_2,1218,1140,23,49
2420,200021637-00017_2,1076,960,55,47
2421,200021637-00017_2,968,772,76,75
2440,200021637-00017_2,1410,2302,85,71
2441,200021637-00017_2,1097,2299,45,101
2445,200021637-00017_2,648,973,69,72
2447,200021637-00017_2,557,1032,67,64
2452,200021637-00017_2,211,1052,57,59
2466,200021637-00017_2,597,1861,49,57
2467,200021637-00017_2,291,1740,99,104
2468,200021637-00017_2,680,2190,35,43
2469,200021637-00017_2,653,2234,53,80
2470,200021637-00017_2,660,2378,63,64
2476,200021637-00017_2,352,2541,83,68
2480,200021637-00017_2,180,2430,44,84
2487,200021637-00018_1,1109,396,39,104
2498,200021637-00018_1,548,288,51,32
2508,200021637-00018_1,368,428,45,32
2514,200021637-00018_1,220,345,53,43
2527,200021637-00018_1,77,568,17,33
2534,200021637-00018_1,1035,903,91,84
2535,200021637-00018_1,921,1008,64,104
2556,200021637-00018_1,933,2356,57,145
2557,200021637-00018_1,533,800,71,87
2561,200021637-00018_1,392,1047,113,84
2569,200021637-00018_1,147,1427,60,132
2594,200021712-00003_2,1598,1432,112,162
2596,200021712-00003_2,1287,1326,144,185
2597,200021712-00003_2,1309,1511,126,143
2637,200021712-00003_2,474,3088,69,39
2712,200021712-00004_2,950,1673,136,142
2758,200021712-00006_1,1187,1644,38,155
2773,200021712-00006_2,1140,1029,102,80
2789,200021712-00006_2,773,2468,76,122
2791,200021712-00006_2,570,1046,99,59
2808,200021712-00007_1,1748,2714,60,136
2818,200021712-00007_1,1357,2550,56,152
2819,200021712-00007_1,1347,2713,80,120
2826,200021712-00007_1,1182,2717,57,126
2850,200021712-00007_2,1920,2342,65,100
2852,200021712-00007_2,1924,2600,83,168
2953,200021712-00009_1,1524,2849,60,121
2988,200021712-00009_2,1709,2850,87,148
2999,200021712-00009_2,1329,2709,86,132
3000,200021712-00009_2,1329,2858,86,83
3026,200021712-00010_2,1319,1452,94,52
3055,200021712-00010_2,767,1645,49,156
3069,200021712-00010_2,543,2105,98,100
3080,200021712-00010_2,384,1825,40,103
3083,200021712-00010_2,369,2492,75,93
3094,200021712-00011_1,1778,1705,42,119
3138,200021712-00011_1,976,1057,98,121
3140,200021712-00011_1,979,1320,93,64
3151,200021712-00011_1,798,1970,83,96
3183,200021712-00011_2,1942,2361,58,110
3195,200021712-00011_2,1747,3152,57,106
3199,200021712-00011_2,1549,1571,73,133
3233,200021712-00011_2,780,2630,76,90
3248,200021712-00012_1,1746,2230,71,128
3260,200021712-00012_1,1539,2740,94,125
3269,200021712-00012_1,1188,1311,28,60
3270,200021712-00012_1,1164,1424,63,140
3294,200021712-00012_1,783,2109,66,92
3334,200021712-00012_2,1531,2615,65,49
3345,200021712-00012_2,973,2300,44,113
3355,200021712-00012_2,769,1976,41,148
3364,200021712-00012_2,755,3358,57,138
3389,200021712-00012_2,387,3221,28,126
3394,200021712-00013_1,1765,1279,72,117
3409,200021712-00013_1,1169,1301,78,70
3428,200021712-00013_1,779,2125,102,64
3464,200021712-00013_2,1931,1928,39,121
3479,200021712-00013_2,1733,2101,82,84
3490,200021712-00013_2,1533,1304,83,63
3504,200021712-00013_2,1359,1153,50,128
3506,200021712-00013_2,1366,1533,34,138
3518,200021712-00013_2,1149,1834,73,48
3529,200021712-00013_2,979,1663,48,125
3539,200021712-00013_2,978,3424,68,85
3554,200021712-00013_2,793,3085,34,147
3560,200021712-00013_2,590,2253,58,40
3582,200021712-00014_1,1747,3139,65,118
3625,200021712-00014_1,809,2906,49,87
3638,200021712-00014_1,610,3291,67,102
3656,200021712-00014_2,1896,1763,113,115
3661,200021712-00014_2,1946,2382,28,108
3707,200021712-00014_2,1155,1117,63,104
3713,200021712-00014_2,1183,2411,36,79
3720,200021712-00014_2,970,1236,70,117
3735,200021712-00014_2,779,1997,79,131
3758,200021712-00015_1,1734,979,71,102
3770,200021712-00015_1,1724,2501,82,116
3772,200021712-00015_1,1750,2759,32,121
3784,200021712-00015_1,1524,2921,73,139
3805,200021712-00015_1,1144,2289,86,95
3809,200021712-00015_1,1145,3301,86,135
3835,200021712-00015_1,780,2524,50,140
3837,200021712-00015_1,758,2802,90,92
3848,200021712-00015_1,588,3195,63,104
3855,200021712-00015_1,401,1637,60,133
3865,200021712-00015_2,1920,1455,88,104
3882,200021712-00015_2,1751,2280,34,184
3894,200021712-00015_2,1563,2836,22,174
3910,200021712-00015_2,1368,2340,31,102
3934,200021712-00015_2,961,1988,91,110
3940,200021712-00015_2,972,3277,63,104
3963,200021712-00015_2,567,2277,96,61
4005,200021712-00016_1,826,2013,33,109
4011,200021712-00016_1,826,3045,61,96
4033,200021712-00016_1,415,1919,84,120
4040,200021712-00016_1,427,3213,87,59
4057,200021712-00016_2,1926,1747,48,99
4059,200021712-00016_2,1939,1988,36,135
4099,200021712-00016_2,1151,1894,60,102
4132,200021712-00016_2,398,3063,57,73
4152,200021712-00017_1,1531,2099,55,126
4164,200021712-00017_1,1340,1865,62,93
4172,200021712-00017_1,1325,3011,81,137
4193,200021712-00017_1,952,1745,79,79
4194,200021712-00017_1,950,1850,81,114
4246,200021712-00017_2,1742,1299,30,111
4265,200021712-00017_2,1537,2576,43,118
4305,200021712-00017_2,953,2859,83,64
4312,200021712-00017_2,769,1952,78,104
4329,200021712-00017_2,412,1051,34,105
4381,200021712-00018_1,613,2370,70,112
4392,200021712-00018_1,401,1837,87,120
4467,200021712-00018_2,953,2187,57,77
4471,200021712-00018_2,960,3139,32,61
4473,200021712-00018_2,748,1181,80,109
4479,200021712-00018_2,774,2191,37,126
4505,200021712-00018_2,350,3262,90,109
4561,200021712-00019_1,761,2495,72,39
4563,200021712-00019_1,769,2701,49,138
4571,200021712-00019_1,594,2334,40,79
4597,200021712-00019_2,1705,1437,103,51
4632,200021712-00019_2,1138,1437,90,51
4664,200021712-00019_2,382,1174,75,111
4665,200021712-00019_2,403,1286,33,109
4676,200021712-00020_1,1695,2050,83,76
4678,200021712-00020_1,1690,2711,85,72
4685,200021712-00020_1,1502,2824,72,100
4703,200021712-00020_1,1125,1793,84,71
4713,200021712-00020_1,939,1253,49,94
4721,200021712-00020_1,920,2972,77,85
4727,200021712-00020_1,751,1391,65,133
4732,200021712-00020_1,754,2433,36,114
4756,200021712-00020_1,351,2428,73,123
4770,200021712-00020_1,182,2440,42,123
4775,200021712-00020_2,1735,1522,50,116
4820,200021712-00020_2,967,990,49,157
4828,200021712-00020_2,989,2407,32,125
4849,200021712-00020_2,569,1928,98,114
4852,200021712-00020_2,589,2577,73,98
4856,200021712-00020_2,595,3212,63,107
4867,200021712-00021_1,1723,989,71,123
4873,200021712-00021_1,1737,2007,35,133
4908,200021712-00021_1,1321,2688,87,70
4930,200021712-00021_1,946,2712,87,42
4939,200021712-00021_1,756,2837,90,56
4953,200021712-00021_1,562,2416,89,97
4959,200021712-00021_1,598,3304,32,132
4992,200021712-00021_2,1547,918,65,144
5024,200021712-00021_2,983,923,41,125
5026,200021712-00021_2,962,1189,79,106
5032,200021712-00021_2,976,2192,46,139
5036,200021712-00021_2,973,2867,60,92
5054,200021712-00021_2,570,1174,86,116
5068,200021712-00021_2,391,1285,60,109
5074,200021712-00021_2,394,3259,71,101
5089,200021712-00022_1,1319,2856,71,78
5094,200021712-00022_1,1140,1109,67,115
5133,200021712-00022_1,561,1151,88,48
5147,200021712-00022_1,362,994,85,90
5157,200021712-00022_1,364,2958,87,105
5188,200021712-00022_2,1354,1506,101,86
5190,200021712-00022_2,1385,2299,32,122
5222,200021712-00022_2,1007,3354,38,111
5235,200021712-00022_2,605,971,75,126
5243,200021712-00022_2,586,2581,103,91
5261,200021712-00022_2,395,3328,85,61
5281,200021712-00023_1,1320,2665,60,99
5288,200021712-00023_1,1129,1893,46,64
5320,200021712-00023_1,542,1453,83,114
5322,200021712-00023_1,546,1877,74,119
5324,200021712-00023_1,547,2271,80,106
5329,200021712-00023_1,343,1341,92,89
5335,200021712-00023_1,144,2667,96,122
5341,200021712-00023_2,1911,1627,73,105
5342,200021712-00023_2,1910,1882,73,107
5376,200021712-00023_2,1331,1922,107,63
5387,200021712-00023_2,1135,1118,97,74
5404,200021712-00023_2,973,1501,61,127
5407,200021712-00023_2,985,1863,33,146
5431,200021712-00024_2,978,2843,92,115
5441,200021712-00024_2,781,2684,108,114
5444,200021712-00024_2,824,3194,13,104
5455,200021712-00024_2,597,3222,87,94
5456,200021712-00024_2,622,3317,38,126
5475,200021712-00025_1,1767,1988,72,118
5480,200021712-00025_1,1784,2871,34,154
5534,200021712-00025_2,1930,1764,75,94
5541,200021712-00025_2,1941,2931,85,90
5556,200021712-00025_2,1773,3169,34,140
5592,200021712-00025_2,583,1254,62,91
5626,200021712-00026_1,1587,3008,20,140
5628,200021712-00026_1,1575,3354,34,173
5659,200021712-00026_1,589,2649,116,101
5684,200021712-00026_2,1903,1742,95,104
5686,200021712-00026_2,1928,1998,50,120
5701,200021712-00026_2,1541,1480,73,127
5709,200021712-00026_2,1163,2349,49,147
5718,200021712-00026_2,995,1618,27,100
5722,200021712-00026_2,953,2396,99,88
5731,200021712-00026_2,775,1741,101,84
5736,200021712-00026_2,797,2879,36,136
5759,200021712-00027_1,1575,1725,45,97
5792,200021712-00027_1,808,1344,59,84
5817,200021712-00027_1,421,1210,55,137
5867,200021712-00027_2,1338,2251,77,80
5869,200021712-00027_2,1355,2662,29,116
5879,200021712-00027_2,1140,1607,91,108
5909,200021712-00027_2,601,2788,29,101
5913,200021712-00027_2,406,1217,30,111
5955,200021712-00028_1,999,1343,48,112
5965,200021712-00028_1,987,3179,80,54
5985,200021712-00028_1,612,2017,77,92
6014,200021712-00028_2,1719,1753,59,93
6020,200021712-00028_2,1727,3165,47,89
6047,200021712-00028_2,1140,1215,69,99
6062,200021712-00028_2,758,1088,79,112
6063,200021712-00028_2,754,1201,103,123
6074,200021712-00028_2,545,981,102,99
6090,200021712-00028_2,373,1213,75,115
6122,200021712-00029_1,1126,1439,80,132
6129,200021712-00029_1,936,1062,85,66
6147,200021712-00029_1,754,3342,74,58
6164,200021712-00029_1,166,3392,107,65
6199,200021712-00029_2,1552,2182,36,142
6208,200021712-00029_2,1139,1849,84,124
6222,200021712-00029_2,961,1839,83,50
6225,200021712-00029_2,957,2200,99,116
6240,200021712-00029_2,799,2525,36,152
6279,200021712-00030_1,1322,1341,80,106
6282,200021712-00030_1,1341,1706,56,91
6295,200021712-00030_1,1146,1869,39,88
6314,200021712-00030_1,946,3155,78,98
6331,200021712-00030_1,590,1848,42,101
6350,200021712-00030_1,185,1204,59,117
6377,200021712-00030_2,1519,2747,87,70
6397,200021712-00030_2,1132,1594,92,138
6435,200021712-00031_1,1755,1484,79,71
6440,200021712-00031_1,1752,2521,76,115
6454,200021712-00031_1,1544,2795,84,73
6470,200021712-00031_1,1388,2875,34,156
6483,200021712-00031_1,999,3312,65,114
6506,200021712-00031_1,602,3326,88,43
6508,200021712-00031_1,641,3463,26,80
6530,200021712-00031_1,214,3066,94,71
6531,200021712-00031_2,1896,1116,96,116
6532,200021712-00031_2,1913,1233,82,75
6556,200021712-00031_2,1339,1895,61,121
6562,200021712-00031_2,1338,3300,74,112
6570,200021712-00031_2,957,1127,61,97
6603,200021712-00031_2,565,2539,96,93
6641,200021712-00032_1,1322,3413,45,66
6645,200021712-00032_1,1126,1570,69,119
6661,200021712-00032_1,932,3162,56,81
6691,200021712-00032_1,362,1556,82,100
6697,200021712-00032_2,1933,1148,78,106
6708,200021712-00032_2,1736,1399,85,121
6723,200021712-00032_2,1551,2087,65,68
6736,200021712-00032_2,1378,2084,29,122
6750,200021712-00032_2,787,1184,74,60
6773,200021712-00032_2,400,2072,60,98
6781,200021712-00033_1,1702,831,63,41
6798,200021712-00033_1,1108,1616,70,72
6823,200021712-00033_1,746,1163,32,127
6845,200021712-00033_1,145,2826,80,117
6855,200021712-00033_2,1974,2672,39,115
6864,200021712-00033_2,1756,1334,80,87
6904,200021712-00033_2,808,1357,58,81
6924,200021712-00033_2,593,2676,94,142
6929,200021712-00033_2,613,3328,44,124
6941,200021712-00034_1,1731,912,68,74
6972,200021712-00034_1,1335,1843,72,49
6977,200021712-00034_1,956,3137,37,110
6991,200021712-00034_1,561,1410,78,137
7017,200021712-00034_1,137,1549,84,66
7028,200021712-00034_2,1902,1160,59,83
7056,200021712-00034_2,1119,1579,80,75
7058,200021712-00034_2,1140,1967,51,103
7085,200021712-00034_2,745,3019,86,101
7091,200021712-00034_2,542,1698,84,88
7120,200021712-00035_1,1312,1910,67,98
7122,200021712-00035_1,1303,2175,96,105
7155,200021712-00035_1,718,849,92,71
7172,200021712-00035_1,536,1651,80,68
7175,200021712-00035_1,558,2026,36,130
7191,200021712-00035_1,329,2979,106,97
7249,200021712-00035_2,1322,2437,88,113
7268,200021712-00035_2,770,2707,49,95
7281,200021712-00035_2,371,1130,51,146
7299,200021712-00036_1,1674,2855,73,76
7313,200021712-00036_1,1486,2984,61,126
7332,200021712-00036_1,1105,2044,83,145
7334,200021712-00036_1,1106,2574,79,120
7338,200021712-00036_1,1090,3105,103,78
7344,200021712-00036_1,945,1591,13,161
7349,200021712-00036_1,899,2571,87,128
7376,200021712-00036_1,335,2549,81,106
7381,200021712-00036_2,1942,2217,78,101
7418,200021712-00036_2,1382,1950,39,134
7447,200021712-00036_2,598,2087,97,101
7459,200021712-00037_1,1719,946,83,133
7493,200021712-00037_1,1315,2378,83,109
7534,200021712-00037_1,364,1867,84,100
7537,200021712-00037_1,359,2357,77,100
7540,200021712-00037_1,360,2767,71,72
7547,200021712-00037_1,183,1501,46,155
7548,200021712-00037_1,161,1692,97,122
7567,200021712-00037_2,1936,3001,53,86
7612,200021712-00037_2,962,1229,78,106
7613,200021712-00037_2,987,1337,50,106
7617,200021712-00037_2,956,1999,104,61
7649,200021712-00037_2,418,1992,30,93
7662,200021712-00038_1,1675,1166,44,160
7759,200021712-00038_2,1911,2122,102,72
7772,200021712-00038_2,1741,1561,34,139
7828,200021712-00038_2,960,3273,72,98
7848,200021712-00038_2,601,1985,50,93
7850,200021712-00038_2,592,2223,68,112
7862,200021712-00038_2,383,1736,76,69
7864,200021712-00038_2,381,2101,93,67
7888,200021712-00039_1,1550,2549,97,68
7903,200021712-00039_1,1363,3231,76,101
7904,200021712-00039_1,1375,3333,45,84
7907,200021712-00039_1,1175,1616,49,131
7919,200021712-00039_1,795,1935,59,46
7970,200021712-00039_2,1731,1386,71,149
7991,200021712-00039_2,1344,1131,72,97
7992,200021712-00039_2,1326,1375,99,134
8089,200021712-00040_1,1167,3316,52,70
8118,200021712-00040_2,943,933,100,113
8125,200021712-00040_2,953,2392,71,126
8149,200021712-00040_2,554,2646,107,71
8152,200021712-00040_2,561,3051,81,104
8156,200021712-00040_2,394,1322,46,121
8179,200021712-00041_1,1531,1028,70,100
8184,200021712-00041_1,1530,2529,63,90
8196,200021712-00041_1,1336,3174,50,112
8221,200021712-00041_1,559,2355,76,101
8229,200021712-00041_1,370,1144,62,115
8232,200021712-00041_1,381,1960,48,104
8234,200021712-00041_1,346,2238,91,84
8297,200021712-00041_2,1355,2770,76,139
8331,200021712-00041_2,797,1445,52,114
8386,200021712-00042_1,1117,2468,76,138
8446,200021712-00042_2,1938,1271,50,125
8448,200021712-00042_2,1921,1682,71,85
8456,200021712-00042_2,1729,1389,73,137
8458,200021712-00042_2,1722,1648,108,129
8504,200021712-00042_2,775,2723,68,103
8531,200021712-00043_1,1823,935,31,130
8556,200021712-00043_1,1403,1250,79,58
8564,200021712-00043_1,1421,2972,46,99
8578,200021712-00043_1,1230,2837,51,108
8609,200021712-00043_1,838,3330,75,125
8636,200021712-00043_2,1775,980,85,73
8660,200021712-00043_2,1386,1236,84,78
8675,200021712-00043_2,1182,1610,90,126
8685,200021712-00043_2,1216,3049,29,139
8689,200021712-00043_2,1025,968,26,83
8727,200021712-00044_1,1731,2310,38,142
8756,200021712-00044_1,1315,2331,85,111
8767,200021712-00044_1,1133,2686,46,153
8784,200021712-00044_1,758,879,50,103
8789,200021712-00044_1,745,1809,78,72
8809,200021712-00044_1,351,1798,88,86
8830,200021712-00044_1,159,2867,79,82
8832,200021712-00044_1,165,3370,63,109
8836,200021712-00044_2,1934,2322,70,99
8852,200021712-00044_2,1349,1308,74,65
8866,200021712-00044_2,1150,1829,83,107
8868,200021712-00044_2,1184,2031,38,126
8900,200021712-00044_2,582,1242,103,148
8912,200021712-00044_2,391,1417,60,133
8939,200021712-00045_1,1544,1539,32,125
8940,200021712-00045_1,1540,1665,54,111
8941,200021712-00045_1,1526,1811,77,132
8985,200021712-00045_1,563,2858,82,140
8997,200021712-00045_1,390,2448,36,125
9004,200021712-00045_1,199,1008,23,118
9020,200021712-00045_2,1931,1296,43,110
9037,200021712-00045_2,1701,2349,94,89
9038,200021712-00045_2,1731,2439,43,143
9054,200021712-00045_2,1144,2343,73,108
9086,200021712-00045_2,569,1439,101,96
9116,200021712-00046_1,1750,1887,77,64
9122,200021712-00046_1,1536,1212,103,61
9124,200021712-00046_1,1565,1421,32,146
9138,200021712-00046_1,1366,1456,59,123
9141,200021712-00046_1,1370,1855,30,111
9144,200021712-00046_1,1351,3338,89,70
9146,200021712-00046_1,1166,1067,87,72
9169,200021712-00046_1,773,2655,102,67
9215,200021712-00046_2,1747,1463,76,97
9256,200021712-00046_2,790,2118,62,106
9266,200021712-00046_2,606,1647,53,36
9286,200021712-00046_2,415,2261,35,126
9292,200021712-00047_1,1752,1123,29,140
9304,200021712-00047_1,1522,926,100,41
9328,200021712-00047_1,1333,3330,75,70
9333,200021712-00047_1,1145,1395,79,147
9355,200021712-00047_1,935,2747,101,89
